Hour	HR (bpm)
00:00:00	60.84
00:05:00	58.63
00:10:00	59.75
00:15:00	59.46
00:20:00	60.82
00:25:00	65.56
00:30:00	61.67
00:35:00	62.7
00:40:00	62.52
00:45:00	64.56
00:50:00	64.18
00:55:00	59.39
01:00:00	59.96
01:05:00	63.47
01:10:00	65.52
01:15:00	62.53
01:20:00	62.67
01:25:00	62.32
01:30:00	63.34
01:35:00	57.48
01:40:00	68.77
01:45:00	63.7
01:50:00	63.34
01:55:00	63.69
02:00:00	61.98
02:05:00	66.41
02:10:00	63.42
02:15:00	65.44
02:20:00	66.04
02:25:00	69.05
02:30:00	64.12
02:35:00	66.38
02:40:00	64.91
02:45:00	64.26
02:50:00	72.85
02:55:00	80.13
03:00:00	87.2
03:05:00	90.58
03:10:00	94.65
03:15:00	68.16
03:20:00	66.39
03:25:00	67.09
03:30:00	65.84
03:35:00	68.99
03:40:00	65.69
03:45:00	66.75
03:50:00	63.71
03:55:00	67.82
04:00:00	66.87
04:05:00	66.85
04:10:00	61.11
04:15:00	70.14
04:20:00	65.27
04:25:00	66.37
04:30:00	67.39
04:35:00	65.33
04:40:00	67.13
04:45:00	68.2
04:50:00	68.18
04:55:00	69.18
05:00:00	69.93
05:05:00	64.69
05:10:00	70.21
05:15:00	67.0
05:20:00	68.84
05:25:00	65.49
05:30:00	61.42
05:35:00	68.08
05:40:00	68.07
05:45:00	67.61
05:50:00	60.7
05:55:00	65.7
06:00:00	67.52
06:05:00	63.84
06:10:00	68.24
06:15:00	66.14
06:20:00	68.0
06:25:00	65.89
06:30:00	65.24
06:35:00	66.32
06:40:00	63.2
06:45:00	68.76
06:50:00	65.92
06:55:00	67.81
07:00:00	67.66
07:05:00	62.46
07:10:00	67.21
07:15:00	64.06
07:20:00	63.75
07:25:00	60.83
07:30:00	64.47
07:35:00	62.52
07:40:00	65.21
07:45:00	63.54
07:50:00	62.55
07:55:00	63.75
08:00:00	63.45
08:05:00	63.51
08:10:00	63.35
08:15:00	60.97
08:20:00	61.5
08:25:00	61.2
08:30:00	64.56
08:35:00	62.52
08:40:00	63.56
08:45:00	60.7
08:50:00	63.16
08:55:00	60.41
09:00:00	64.63
09:05:00	63.2
09:10:00	59.84
09:15:00	60.61
09:20:00	60.64
09:25:00	55.51
09:30:00	58.34
09:35:00	63.35
09:40:00	56.88
09:45:00	60.06
09:50:00	64.26
09:55:00	63.27
10:00:00	58.11
10:05:00	61.37
10:10:00	56.87
10:15:00	62.63
10:20:00	62.48
10:25:00	56.96
10:30:00	59.77
10:35:00	60.0
10:40:00	60.62
10:45:00	62.5
10:50:00	57.41
10:55:00	58.06
11:00:00	58.1
11:05:00	56.63
11:10:00	69.11
11:15:00	71.09
11:20:00	75.63
11:25:00	82.44
11:30:00	86.69
11:35:00	57.98
11:40:00	55.92
11:45:00	63.99
11:50:00	61.03
11:55:00	62.28
12:00:00	57.47
12:05:00	57.35
12:10:00	60.61
12:15:00	62.09
12:20:00	61.16
12:25:00	64.27
12:30:00	58.64
12:35:00	59.96
12:40:00	60.53
12:45:00	64.04
12:50:00	62.11
12:55:00	61.38
13:00:00	62.44
13:05:00	57.88
13:10:00	64.1
13:15:00	60.44
13:20:00	61.83
13:25:00	63.61
13:30:00	62.54
13:35:00	61.26
13:40:00	61.97
13:45:00	60.46
13:50:00	63.73
13:55:00	58.22
14:00:00	64.51
14:05:00	62.31
14:10:00	62.21
14:15:00	57.96
14:20:00	63.98
14:25:00	58.09
14:30:00	63.34
14:35:00	65.36
14:40:00	68.08
14:45:00	62.09
14:50:00	62.16
14:55:00	63.67
15:00:00	63.48
15:05:00	63.65
15:10:00	64.67
15:15:00	67.03
15:20:00	63.73
15:25:00	63.52
15:30:00	62.36
15:35:00	62.51
15:40:00	65.02
15:45:00	66.98
15:50:00	64.18
15:55:00	62.65
16:00:00	66.11
16:05:00	67.97
16:10:00	64.96
16:15:00	65.37
16:20:00	69.31
16:25:00	66.16
16:30:00	71.42
16:35:00	65.12
16:40:00	69.33
16:45:00	69.43
16:50:00	67.62
16:55:00	69.46
17:00:00	66.15
17:05:00	69.11
17:10:00	68.06
17:15:00	73.16
17:20:00	71.1
17:25:00	69.8
17:30:00	72.17
17:35:00	66.77
17:40:00	68.63
17:45:00	70.56
17:50:00	70.39
17:55:00	72.15
18:00:00	71.42
18:05:00	68.42
18:10:00	69.59
18:15:00	70.37
18:20:00	74.43
18:25:00	69.74
18:30:00	68.55
18:35:00	74.05
18:40:00	70.1
18:45:00	72.54
18:50:00	69.74
18:55:00	74.52
19:00:00	73.18
19:05:00	70.9
19:10:00	69.77
19:15:00	71.69
19:20:00	73.93
19:25:00	71.01
19:30:00	75.45
19:35:00	79.9
19:40:00	83.59
19:45:00	91.0
19:50:00	96.97
19:55:00	103.56
20:00:00	72.97
20:05:00	72.49
20:10:00	76.53
20:15:00	83.91
20:20:00	90.7
20:25:00	97.54
20:30:00	104.86
20:35:00	75.48
20:40:00	75.11
20:45:00	74.0
20:50:00	73.13
20:55:00	73.54
21:00:00	72.77
21:05:00	72.5
21:10:00	75.98
21:15:00	73.42
21:20:00	74.04
21:25:00	72.53
21:30:00	74.76
21:35:00	73.37
21:40:00	74.06
21:45:00	67.74
21:50:00	70.69
21:55:00	73.41
22:00:00	74.53
22:05:00	73.61
22:10:00	73.91
22:15:00	69.93
22:20:00	73.88
22:25:00	74.22
22:30:00	70.76
22:35:00	70.69
22:40:00	70.46
22:45:00	73.47
22:50:00	74.17
22:55:00	71.7
23:00:00	73.86
23:05:00	73.28
23:10:00	70.71
23:15:00	68.83
23:20:00	70.51
23:25:00	76.46
23:30:00	81.59
23:35:00	91.41
23:40:00	94.65
23:45:00	99.54
23:50:00	71.29
23:55:00	71.04
