Hour	HR (bpm)
00:00:00	59.2
00:05:00	57.67
00:10:00	58.83
00:15:00	57.79
00:20:00	56.58
00:25:00	59.01
00:30:00	61.49
00:35:00	68.35
00:40:00	71.67
00:45:00	81.03
00:50:00	88.1
00:55:00	86.47
01:00:00	64.16
01:05:00	63.93
01:10:00	63.98
01:15:00	63.07
01:20:00	60.05
01:25:00	62.4
01:30:00	63.17
01:35:00	63.13
01:40:00	61.56
01:45:00	65.33
01:50:00	63.57
01:55:00	65.58
02:00:00	63.47
02:05:00	70.68
02:10:00	63.43
02:15:00	61.87
02:20:00	62.09
02:25:00	62.75
02:30:00	62.42
02:35:00	67.72
02:40:00	65.15
02:45:00	64.53
02:50:00	61.77
02:55:00	65.7
03:00:00	71.56
03:05:00	65.32
03:10:00	65.91
03:15:00	66.27
03:20:00	66.24
03:25:00	66.16
03:30:00	65.78
03:35:00	66.81
03:40:00	69.48
03:45:00	63.9
03:50:00	66.19
03:55:00	68.94
04:00:00	63.1
04:05:00	68.99
04:10:00	69.31
04:15:00	67.06
04:20:00	65.94
04:25:00	67.79
04:30:00	69.77
04:35:00	68.2
04:40:00	67.89
04:45:00	68.88
04:50:00	67.97
04:55:00	68.69
05:00:00	67.21
05:05:00	67.42
05:10:00	62.21
05:15:00	64.29
05:20:00	66.02
05:25:00	63.94
05:30:00	68.69
05:35:00	64.53
05:40:00	68.2
05:45:00	63.8
05:50:00	66.61
05:55:00	65.53
06:00:00	67.15
06:05:00	67.65
06:10:00	64.69
06:15:00	60.81
06:20:00	69.16
06:25:00	60.33
06:30:00	67.15
06:35:00	67.08
06:40:00	63.77
06:45:00	60.68
06:50:00	63.25
06:55:00	63.15
07:00:00	70.4
07:05:00	77.29
07:10:00	82.48
07:15:00	88.74
07:20:00	95.41
07:25:00	63.42
07:30:00	62.57
07:35:00	64.03
07:40:00	62.7
07:45:00	66.13
07:50:00	65.87
07:55:00	66.74
08:00:00	58.61
08:05:00	65.8
08:10:00	64.33
08:15:00	58.9
08:20:00	65.58
08:25:00	60.5
08:30:00	62.98
08:35:00	60.78
08:40:00	59.27
08:45:00	60.1
08:50:00	64.8
08:55:00	64.86
09:00:00	62.19
09:05:00	61.87
09:10:00	61.01
09:15:00	63.23
09:20:00	61.28
09:25:00	59.11
09:30:00	63.4
09:35:00	62.75
09:40:00	62.17
09:45:00	64.87
09:50:00	61.58
09:55:00	61.08
10:00:00	58.91
10:05:00	57.42
10:10:00	69.61
10:15:00	76.06
10:20:00	80.57
10:25:00	83.15
10:30:00	92.43
10:35:00	60.76
10:40:00	62.71
10:45:00	59.3
10:50:00	56.65
10:55:00	58.19
11:00:00	59.2
11:05:00	60.94
11:10:00	60.11
11:15:00	58.29
11:20:00	59.71
11:25:00	63.07
11:30:00	56.35
11:35:00	62.7
11:40:00	60.41
11:45:00	67.17
11:50:00	71.99
11:55:00	77.82
12:00:00	86.42
12:05:00	92.92
12:10:00	61.85
12:15:00	62.57
12:20:00	62.34
12:25:00	60.26
12:30:00	58.58
12:35:00	61.08
