Hour	HR (bpm)
00:00:00	61.99
00:05:00	58.22
00:10:00	57.44
00:15:00	57.47
00:20:00	63.06
00:25:00	64.48
00:30:00	58.22
00:35:00	59.66
00:40:00	64.58
00:45:00	64.82
00:50:00	71.89
00:55:00	75.6
01:00:00	77.2
01:05:00	84.99
01:10:00	92.51
01:15:00	63.19
01:20:00	65.34
01:25:00	64.87
01:30:00	64.3
01:35:00	65.44
01:40:00	66.8
01:45:00	63.96
01:50:00	62.37
01:55:00	65.76
02:00:00	65.0
02:05:00	64.96
02:10:00	67.4
02:15:00	64.51
02:20:00	66.86
02:25:00	66.37
02:30:00	63.3
02:35:00	62.91
02:40:00	64.23
02:45:00	62.82
02:50:00	66.74
02:55:00	63.83
03:00:00	68.32
03:05:00	64.25
03:10:00	62.87
03:15:00	67.71
03:20:00	64.71
03:25:00	67.12
03:30:00	65.26
03:35:00	66.51
03:40:00	63.35
03:45:00	66.13
03:50:00	67.42
03:55:00	63.37
04:00:00	64.74
04:05:00	69.74
04:10:00	72.16
04:15:00	72.32
04:20:00	76.41
04:25:00	85.73
04:30:00	89.6
04:35:00	94.63
04:40:00	66.33
04:45:00	64.17
04:50:00	67.49
04:55:00	68.57
05:00:00	65.62
05:05:00	67.19
05:10:00	65.93
05:15:00	69.97
05:20:00	65.54
05:25:00	69.55
05:30:00	65.61
05:35:00	64.89
05:40:00	72.13
05:45:00	79.05
05:50:00	83.77
05:55:00	90.64
06:00:00	93.99
06:05:00	65.25
06:10:00	63.98
06:15:00	67.41
06:20:00	66.27
06:25:00	64.42
06:30:00	65.18
06:35:00	64.12
06:40:00	67.28
06:45:00	64.58
06:50:00	63.5
06:55:00	64.83
07:00:00	66.43
07:05:00	62.3
07:10:00	63.06
07:15:00	59.27
07:20:00	61.9
07:25:00	70.03
07:30:00	75.49
07:35:00	78.47
07:40:00	87.34
07:45:00	95.1
07:50:00	61.79
07:55:00	62.28
08:00:00	63.61
08:05:00	62.99
08:10:00	61.77
08:15:00	62.35
08:20:00	63.04
08:25:00	62.18
08:30:00	62.37
08:35:00	59.12
08:40:00	60.61
08:45:00	60.01
08:50:00	58.52
08:55:00	61.81
09:00:00	60.42
09:05:00	61.22
09:10:00	62.89
09:15:00	63.89
09:20:00	61.66
09:25:00	57.14
09:30:00	64.23
09:35:00	59.04
09:40:00	58.35
09:45:00	61.07
09:50:00	59.61
09:55:00	56.77
10:00:00	56.81
10:05:00	63.38
10:10:00	61.04
10:15:00	60.51
10:20:00	61.17
10:25:00	60.56
10:30:00	59.26
10:35:00	61.08
10:40:00	62.49
10:45:00	62.76
10:50:00	60.54
10:55:00	62.25
11:00:00	62.27
11:05:00	61.24
11:10:00	60.35
11:15:00	57.88
11:20:00	64.37
11:25:00	58.05
11:30:00	57.7
11:35:00	58.27
11:40:00	55.37
11:45:00	60.49
11:50:00	58.84
11:55:00	60.33
12:00:00	60.55
12:05:00	57.41
12:10:00	58.28
12:15:00	56.28
12:20:00	60.78
12:25:00	63.18
12:30:00	57.85
12:35:00	59.94
12:40:00	61.29
12:45:00	58.32
12:50:00	59.14
12:55:00	59.05
13:00:00	59.29
13:05:00	60.32
13:10:00	62.27
13:15:00	60.58
13:20:00	59.57
13:25:00	64.17
13:30:00	62.6
13:35:00	62.98
13:40:00	61.95
13:45:00	68.06
13:50:00	61.91
13:55:00	63.55
14:00:00	63.26
14:05:00	60.14
14:10:00	60.12
14:15:00	67.17
14:20:00	61.35
14:25:00	64.72
14:30:00	61.39
14:35:00	66.76
14:40:00	63.93
14:45:00	63.0
14:50:00	65.59
14:55:00	63.54
15:00:00	63.64
15:05:00	62.44
15:10:00	62.71
15:15:00	63.4
15:20:00	62.7
15:25:00	67.52
15:30:00	62.84
15:35:00	67.19
15:40:00	65.42
15:45:00	64.9
15:50:00	69.7
15:55:00	70.88
16:00:00	66.06
16:05:00	66.79
16:10:00	67.21
16:15:00	65.4
16:20:00	68.71
16:25:00	68.84
16:30:00	67.42
16:35:00	69.77
16:40:00	67.66
16:45:00	65.77
16:50:00	65.59
16:55:00	69.53
17:00:00	69.32
17:05:00	67.96
17:10:00	67.62
17:15:00	66.47
17:20:00	70.61
17:25:00	67.82
17:30:00	67.45
17:35:00	78.77
17:40:00	87.07
17:45:00	86.89
17:50:00	96.85
17:55:00	102.28
18:00:00	73.79
18:05:00	71.45
