Hour	HRV (ms)
00:00:00	44.02
00:20:00	47.28
00:40:00	42.82
01:00:00	41.5
01:20:00	45.4
01:40:00	48.64
02:00:00	47.55
02:20:00	71.76
02:40:00	47.46
03:00:00	45.48
03:20:00	50.27
03:40:00	54.79
04:00:00	53.51
04:20:00	49.66
04:40:00	61.49
05:00:00	55.16
05:20:00	59.31
05:40:00	48.27
06:00:00	58.26
06:20:00	49.67
06:40:00	44.21
07:00:00	43.73
07:20:00	48.83
07:40:00	50.98
08:00:00	39.37
08:20:00	38.01
08:40:00	33.71
09:00:00	42.22
09:20:00	41.67
09:40:00	41.56
10:00:00	45.45
10:20:00	48.88
10:40:00	44.08
11:00:00	42.72
11:20:00	58.24
11:40:00	82.28
12:00:00	60.75
12:20:00	51.83
12:40:00	64.22
13:00:00	60.5
13:20:00	52.93
13:40:00	72.75
14:00:00	87.51
14:20:00	67.45
14:40:00	66.16
15:00:00	63.21
15:20:00	70.37
15:40:00	61.01
16:00:00	56.03
16:20:00	68.12
16:40:00	62.78
17:00:00	61.78
17:20:00	61.67
17:40:00	61.16
18:00:00	66.8
18:20:00	58.25
18:40:00	69.52
19:00:00	57.91
19:20:00	67.72
19:40:00	62.08
20:00:00	55.0
20:20:00	54.18
20:40:00	43.6
21:00:00	65.65
21:20:00	54.68
21:40:00	67.88
22:00:00	59.87
22:20:00	63.92
22:40:00	67.74
23:00:00	67.64
23:20:00	67.21
23:40:00	66.78
