Hour	HR (bpm)
00:00:00	58.41
00:05:00	59.17
00:10:00	58.4
00:15:00	59.26
00:20:00	63.54
00:25:00	59.92
00:30:00	61.22
00:35:00	59.71
00:40:00	64.24
00:45:00	64.53
00:50:00	62.86
00:55:00	62.34
01:00:00	62.36
01:05:00	63.78
01:10:00	60.89
01:15:00	62.53
01:20:00	64.4
01:25:00	65.56
01:30:00	67.23
01:35:00	64.07
01:40:00	61.41
01:45:00	62.39
01:50:00	60.43
01:55:00	61.02
02:00:00	65.91
02:05:00	63.09
02:10:00	62.23
02:15:00	63.98
02:20:00	63.81
02:25:00	65.14
02:30:00	64.23
02:35:00	66.79
02:40:00	65.99
02:45:00	65.1
02:50:00	65.09
02:55:00	64.65
03:00:00	66.82
03:05:00	64.33
03:10:00	67.4
03:15:00	65.7
03:20:00	64.94
03:25:00	65.15
03:30:00	66.78
03:35:00	68.46
03:40:00	66.27
03:45:00	66.57
03:50:00	65.96
03:55:00	69.69
04:00:00	63.93
04:05:00	63.7
04:10:00	67.22
04:15:00	67.11
04:20:00	65.42
04:25:00	71.61
04:30:00	76.55
04:35:00	83.16
04:40:00	90.86
04:45:00	98.54
04:50:00	69.16
04:55:00	67.64
05:00:00	66.23
05:05:00	64.84
05:10:00	67.27
05:15:00	64.73
05:20:00	66.44
05:25:00	63.91
05:30:00	68.27
05:35:00	67.73
05:40:00	67.25
05:45:00	70.47
05:50:00	63.6
05:55:00	63.64
06:00:00	63.95
06:05:00	66.34
06:10:00	68.06
06:15:00	63.44
06:20:00	64.79
06:25:00	61.76
06:30:00	66.5
06:35:00	64.52
06:40:00	62.63
06:45:00	65.16
06:50:00	68.12
06:55:00	62.7
07:00:00	63.76
07:05:00	62.28
07:10:00	68.25
07:15:00	78.0
07:20:00	80.76
07:25:00	87.25
07:30:00	96.11
07:35:00	57.54
07:40:00	66.43
07:45:00	65.48
07:50:00	60.76
07:55:00	63.56
08:00:00	60.28
08:05:00	64.17
08:10:00	65.69
08:15:00	62.15
08:20:00	62.67
08:25:00	56.98
08:30:00	61.02
08:35:00	61.15
08:40:00	57.74
08:45:00	65.6
08:50:00	63.36
08:55:00	57.55
09:00:00	61.16
09:05:00	58.62
09:10:00	62.71
09:15:00	61.52
09:20:00	62.87
09:25:00	58.25
09:30:00	59.72
09:35:00	56.75
09:40:00	60.22
09:45:00	61.56
09:50:00	61.05
09:55:00	60.58
10:00:00	66.13
10:05:00	70.36
10:10:00	76.37
10:15:00	84.01
10:20:00	86.48
10:25:00	59.72
10:30:00	60.43
10:35:00	61.9
10:40:00	59.51
10:45:00	60.99
10:50:00	59.04
10:55:00	61.79
11:00:00	58.09
11:05:00	59.93
11:10:00	62.08
11:15:00	59.97
11:20:00	60.15
11:25:00	61.97
11:30:00	63.64
11:35:00	58.89
11:40:00	61.75
11:45:00	58.63
11:50:00	63.4
11:55:00	62.63
12:00:00	65.4
12:05:00	58.63
12:10:00	59.94
12:15:00	60.42
12:20:00	62.76
12:25:00	58.78
12:30:00	63.04
12:35:00	58.37
12:40:00	59.24
12:45:00	60.09
12:50:00	59.25
12:55:00	61.49
13:00:00	63.19
13:05:00	61.63
13:10:00	65.82
13:15:00	63.18
13:20:00	60.69
13:25:00	65.41
13:30:00	60.51
13:35:00	62.36
13:40:00	62.0
13:45:00	64.03
13:50:00	65.04
13:55:00	62.13
14:00:00	67.13
14:05:00	58.38
14:10:00	62.02
14:15:00	58.77
14:20:00	67.91
14:25:00	63.23
14:30:00	63.91
14:35:00	62.79
14:40:00	63.19
14:45:00	65.39
14:50:00	60.28
14:55:00	67.5
15:00:00	63.96
15:05:00	64.73
15:10:00	64.94
15:15:00	65.25
15:20:00	62.11
15:25:00	64.36
15:30:00	67.05
15:35:00	70.03
15:40:00	67.36
15:45:00	71.07
15:50:00	66.07
15:55:00	64.81
16:00:00	63.28
16:05:00	67.93
16:10:00	66.43
16:15:00	65.18
16:20:00	66.74
16:25:00	66.11
16:30:00	64.93
16:35:00	71.39
16:40:00	64.16
16:45:00	69.47
16:50:00	69.74
16:55:00	70.74
17:00:00	70.3
17:05:00	69.18
17:10:00	70.97
17:15:00	70.74
17:20:00	65.47
17:25:00	73.15
17:30:00	68.07
17:35:00	69.08
17:40:00	69.36
17:45:00	71.59
17:50:00	67.95
17:55:00	68.49
18:00:00	70.03
18:05:00	72.85
18:10:00	68.37
18:15:00	74.44
18:20:00	69.29
18:25:00	72.1
18:30:00	72.15
18:35:00	70.89
18:40:00	77.12
18:45:00	72.54
18:50:00	70.79
18:55:00	72.45
19:00:00	69.03
19:05:00	70.4
19:10:00	74.78
19:15:00	70.93
19:20:00	72.01
19:25:00	69.91
19:30:00	71.01
19:35:00	73.16
19:40:00	77.16
19:45:00	81.62
19:50:00	85.43
19:55:00	87.65
20:00:00	94.16
20:05:00	100.04
20:10:00	75.49
20:15:00	72.62
20:20:00	76.82
20:25:00	73.41
20:30:00	72.38
20:35:00	74.37
20:40:00	73.84
20:45:00	73.92
20:50:00	73.58
20:55:00	71.5
21:00:00	75.8
21:05:00	74.21
21:10:00	73.71
21:15:00	72.0
21:20:00	72.26
21:25:00	72.05
21:30:00	72.13
21:35:00	72.4
21:40:00	79.91
21:45:00	85.52
21:50:00	90.92
21:55:00	98.53
22:00:00	101.22
22:05:00	72.69
22:10:00	74.8
22:15:00	73.37
22:20:00	74.54
22:25:00	73.06
22:30:00	72.73
22:35:00	71.71
22:40:00	70.89
22:45:00	68.06
22:50:00	73.28
22:55:00	72.58
23:00:00	75.02
23:05:00	72.36
23:10:00	71.58
23:15:00	69.69
23:20:00	70.83
23:25:00	69.54
23:30:00	68.79
23:35:00	72.5
23:40:00	69.32
23:45:00	67.76
23:50:00	68.95
23:55:00	73.52
