Hour	HRV (ms)
00:00:00	43.28
00:20:00	40.89
00:40:00	37.26
01:00:00	65.11
01:20:00	52.03
01:40:00	74.9
02:00:00	50.73
02:20:00	48.29
02:40:00	56.09
03:00:00	48.71
03:20:00	50.2
03:40:00	54.7
04:00:00	55.45
04:20:00	57.67
04:40:00	56.72
05:00:00	55.23
05:20:00	48.48
05:40:00	43.81
06:00:00	38.58
06:20:00	45.93
06:40:00	51.24
07:00:00	50.66
07:20:00	34.27
07:40:00	37.99
08:00:00	42.04
08:20:00	41.88
08:40:00	43.51
09:00:00	39.35
09:20:00	32.32
09:40:00	40.21
10:00:00	36.28
10:20:00	44.13
10:40:00	41.83
11:00:00	60.19
11:20:00	47.52
11:40:00	48.86
12:00:00	48.59
12:20:00	57.03
12:40:00	53.89
13:00:00	85.15
13:20:00	68.32
13:40:00	64.77
14:00:00	71.46
14:20:00	64.32
14:40:00	70.65
15:00:00	72.36
15:20:00	69.26
15:40:00	62.44
16:00:00	68.66
16:20:00	77.72
16:40:00	68.72
17:00:00	67.11
17:20:00	58.49
17:40:00	75.29
18:00:00	58.32
18:20:00	52.28
18:40:00	50.11
19:00:00	55.58
19:20:00	53.16
19:40:00	61.52
20:00:00	57.59
20:20:00	58.06
20:40:00	54.88
21:00:00	55.25
21:20:00	69.78
21:40:00	56.45
22:00:00	59.36
22:20:00	61.54
22:40:00	61.05
23:00:00	58.68
23:20:00	67.74
23:40:00	69.95
