Hour	HRV (ms)
00:00:00	39.05
00:20:00	44.83
00:40:00	65.91
01:00:00	52.27
01:20:00	48.96
01:40:00	51.46
02:00:00	44.89
02:20:00	47.88
02:40:00	54.4
03:00:00	50.6
03:20:00	51.65
03:40:00	56.08
04:00:00	56.42
04:20:00	48.58
04:40:00	41.21
05:00:00	52.71
05:20:00	51.07
05:40:00	42.22
06:00:00	40.69
06:20:00	49.78
06:40:00	44.47
07:00:00	40.99
07:20:00	44.56
07:40:00	44.29
08:00:00	40.09
08:20:00	66.43
08:40:00	34.71
09:00:00	37.32
09:20:00	44.46
09:40:00	48.5
10:00:00	37.73
10:20:00	54.42
10:40:00	41.09
11:00:00	46.72
11:20:00	59.25
11:40:00	58.29
12:00:00	58.42
12:20:00	58.94
12:40:00	71.72
13:00:00	61.61
13:20:00	77.63
13:40:00	60.25
14:00:00	57.2
14:20:00	65.53
14:40:00	59.99
15:00:00	83.17
15:20:00	71.16
15:40:00	67.67
16:00:00	56.41
16:20:00	60.61
16:40:00	66.39
17:00:00	66.8
17:20:00	55.0
17:40:00	68.1
18:00:00	64.81
18:20:00	54.97
18:40:00	53.55
19:00:00	60.72
19:20:00	50.89
19:40:00	51.66
20:00:00	64.87
20:20:00	52.75
20:40:00	54.24
21:00:00	50.81
21:20:00	60.45
21:40:00	61.94
22:00:00	65.1
22:20:00	62.17
22:40:00	63.45
23:00:00	69.52
23:20:00	64.31
23:40:00	64.32
