Hour	HRV (ms)
00:00:00	31.57
00:20:00	56.09
00:40:00	39.25
01:00:00	39.5
01:20:00	47.81
01:40:00	53.78
02:00:00	50.88
02:20:00	52.51
02:40:00	54.37
03:00:00	50.66
03:20:00	57.05
03:40:00	52.96
04:00:00	51.88
04:20:00	52.78
04:40:00	60.18
05:00:00	47.65
05:20:00	51.82
05:40:00	45.9
06:00:00	48.49
06:20:00	51.14
06:40:00	48.51
07:00:00	46.64
07:20:00	38.64
07:40:00	40.49
08:00:00	41.29
08:20:00	41.36
08:40:00	36.06
09:00:00	48.39
09:20:00	43.84
09:40:00	40.09
10:00:00	37.81
10:20:00	46.69
10:40:00	50.72
11:00:00	55.03
11:20:00	51.73
11:40:00	54.56
12:00:00	53.47
12:20:00	73.19
12:40:00	57.57
13:00:00	53.45
13:20:00	56.26
13:40:00	72.09
14:00:00	72.5
14:20:00	81.02
14:40:00	68.57
15:00:00	70.78
15:20:00	76.96
15:40:00	65.7
16:00:00	71.09
16:20:00	62.96
16:40:00	70.88
17:00:00	63.24
17:20:00	54.74
17:40:00	66.74
18:00:00	68.75
18:20:00	65.85
18:40:00	62.22
19:00:00	58.32
19:20:00	52.62
19:40:00	54.0
20:00:00	52.55
20:20:00	56.13
20:40:00	62.88
21:00:00	60.68
21:20:00	55.66
21:40:00	67.43
22:00:00	58.9
22:20:00	84.02
22:40:00	64.79
23:00:00	63.77
23:20:00	95.0
23:40:00	68.0
