Hour	HR (bpm)
00:00:00	57.62
00:05:00	61.98
00:10:00	60.26
00:15:00	62.99
00:20:00	61.91
00:25:00	61.46
00:30:00	61.93
00:35:00	63.98
00:40:00	61.35
00:45:00	63.0
00:50:00	60.62
00:55:00	59.44
01:00:00	61.78
01:05:00	61.79
01:10:00	64.27
01:15:00	62.93
01:20:00	63.68
01:25:00	63.28
01:30:00	60.16
01:35:00	60.48
01:40:00	60.08
01:45:00	63.1
01:50:00	62.89
01:55:00	60.67
02:00:00	61.51
02:05:00	67.15
02:10:00	62.94
02:15:00	63.11
02:20:00	67.85
02:25:00	70.67
02:30:00	80.33
02:35:00	80.02
02:40:00	93.15
02:45:00	95.0
02:50:00	65.4
02:55:00	64.39
03:00:00	67.16
03:05:00	64.94
03:10:00	64.85
03:15:00	68.07
03:20:00	66.72
03:25:00	64.99
03:30:00	65.98
03:35:00	65.84
03:40:00	66.37
03:45:00	64.93
03:50:00	68.16
03:55:00	70.54
04:00:00	68.25
04:05:00	65.55
04:10:00	71.73
04:15:00	68.6
04:20:00	66.17
04:25:00	65.83
04:30:00	68.3
04:35:00	70.53
04:40:00	68.37
04:45:00	66.8
04:50:00	65.18
04:55:00	67.89
05:00:00	68.06
05:05:00	67.33
05:10:00	62.52
05:15:00	66.02
05:20:00	67.13
05:25:00	65.35
05:30:00	68.7
05:35:00	64.04
05:40:00	63.67
05:45:00	68.67
05:50:00	64.32
05:55:00	63.66
06:00:00	64.8
06:05:00	63.5
06:10:00	67.26
06:15:00	67.25
06:20:00	65.7
06:25:00	66.82
06:30:00	65.69
06:35:00	67.47
06:40:00	65.54
06:45:00	63.41
06:50:00	71.88
06:55:00	76.4
07:00:00	81.89
07:05:00	85.49
07:10:00	97.52
07:15:00	62.82
07:20:00	64.91
07:25:00	62.59
07:30:00	62.76
07:35:00	65.35
07:40:00	62.35
07:45:00	62.88
07:50:00	65.2
07:55:00	64.61
08:00:00	62.4
08:05:00	62.78
08:10:00	62.77
08:15:00	66.47
08:20:00	62.14
08:25:00	63.44
08:30:00	65.26
08:35:00	60.38
08:40:00	59.44
08:45:00	60.83
08:50:00	60.78
08:55:00	61.07
09:00:00	62.7
09:05:00	59.45
09:10:00	60.7
09:15:00	62.05
09:20:00	63.28
09:25:00	60.17
09:30:00	62.82
09:35:00	57.87
09:40:00	59.97
09:45:00	62.14
09:50:00	59.01
09:55:00	59.91
10:00:00	60.29
10:05:00	59.08
10:10:00	70.23
10:15:00	70.87
10:20:00	83.02
10:25:00	81.63
10:30:00	93.55
10:35:00	60.21
10:40:00	60.17
10:45:00	56.61
10:50:00	59.39
10:55:00	59.57
11:00:00	61.79
11:05:00	61.64
11:10:00	58.34
11:15:00	60.65
11:20:00	63.45
11:25:00	66.11
11:30:00	76.05
11:35:00	77.36
11:40:00	82.39
11:45:00	88.26
11:50:00	58.45
11:55:00	62.77
12:00:00	64.79
12:05:00	61.18
12:10:00	60.15
12:15:00	60.86
12:20:00	65.9
12:25:00	62.94
12:30:00	61.45
12:35:00	57.7
12:40:00	58.8
12:45:00	57.72
12:50:00	60.1
12:55:00	56.94
13:00:00	59.87
13:05:00	58.9
13:10:00	59.73
13:15:00	61.83
13:20:00	68.74
13:25:00	71.65
13:30:00	83.65
13:35:00	87.15
13:40:00	92.28
13:45:00	63.35
13:50:00	61.31
13:55:00	63.62
14:00:00	60.3
14:05:00	62.98
14:10:00	62.71
14:15:00	65.92
