Hour	HR (bpm)
00:00:00	57.0
00:05:00	58.62
00:10:00	59.99
00:15:00	55.15
00:20:00	62.55
00:25:00	65.33
00:30:00	60.56
00:35:00	58.9
00:40:00	63.52
00:45:00	59.15
00:50:00	61.82
00:55:00	62.1
01:00:00	61.77
01:05:00	60.13
01:10:00	60.75
01:15:00	64.71
01:20:00	66.94
01:25:00	63.44
01:30:00	64.53
01:35:00	64.51
01:40:00	64.66
01:45:00	59.19
01:50:00	65.04
01:55:00	63.41
02:00:00	59.92
02:05:00	64.72
02:10:00	62.32
02:15:00	60.81
02:20:00	62.03
02:25:00	62.02
02:30:00	64.04
02:35:00	67.2
02:40:00	68.03
02:45:00	63.1
02:50:00	65.61
02:55:00	64.11
03:00:00	66.96
03:05:00	65.67
03:10:00	69.07
03:15:00	64.16
03:20:00	70.6
03:25:00	67.29
03:30:00	67.74
03:35:00	64.87
03:40:00	72.26
03:45:00	64.6
03:50:00	66.75
03:55:00	66.26
04:00:00	72.86
04:05:00	79.47
04:10:00	86.98
04:15:00	90.51
04:20:00	94.15
04:25:00	67.7
04:30:00	69.65
04:35:00	65.91
04:40:00	68.29
04:45:00	69.46
04:50:00	66.19
04:55:00	68.78
05:00:00	65.84
05:05:00	69.13
05:10:00	66.78
05:15:00	66.5
05:20:00	65.77
05:25:00	68.88
05:30:00	68.26
05:35:00	64.08
05:40:00	65.57
05:45:00	64.25
05:50:00	64.24
05:55:00	67.05
06:00:00	64.69
06:05:00	65.0
06:10:00	63.18
06:15:00	66.23
06:20:00	66.84
06:25:00	65.63
06:30:00	68.47
06:35:00	63.56
06:40:00	65.05
06:45:00	65.24
06:50:00	67.21
06:55:00	65.86
07:00:00	64.72
07:05:00	65.15
07:10:00	70.64
07:15:00	71.61
07:20:00	83.31
07:25:00	87.66
07:30:00	97.76
07:35:00	62.85
07:40:00	62.64
07:45:00	62.68
07:50:00	64.01
07:55:00	63.04
08:00:00	63.51
08:05:00	62.32
08:10:00	62.9
08:15:00	63.61
08:20:00	63.55
08:25:00	59.95
08:30:00	62.12
08:35:00	64.25
08:40:00	61.02
08:45:00	64.36
08:50:00	61.38
08:55:00	61.87
09:00:00	63.42
09:05:00	63.47
09:10:00	63.51
09:15:00	60.89
09:20:00	57.1
09:25:00	59.75
09:30:00	62.37
09:35:00	62.93
09:40:00	63.34
09:45:00	60.24
09:50:00	60.04
09:55:00	59.12
10:00:00	59.6
10:05:00	61.19
10:10:00	62.29
10:15:00	59.96
10:20:00	63.16
10:25:00	64.45
10:30:00	56.53
10:35:00	56.1
10:40:00	59.15
10:45:00	57.19
10:50:00	62.62
10:55:00	56.38
11:00:00	61.59
11:05:00	60.76
11:10:00	58.84
11:15:00	61.13
11:20:00	60.53
11:25:00	59.95
11:30:00	55.21
11:35:00	61.88
11:40:00	57.49
11:45:00	61.81
11:50:00	59.24
11:55:00	60.13
12:00:00	57.56
12:05:00	61.8
12:10:00	60.92
12:15:00	58.9
12:20:00	58.87
12:25:00	62.6
12:30:00	60.32
12:35:00	62.39
12:40:00	61.79
12:45:00	61.97
12:50:00	62.87
12:55:00	56.84
13:00:00	60.72
13:05:00	62.7
