Time (s),Heart Rate (bpm)
0.0,64.84
1.0033444816053512,70.21
2.0066889632107023,83.38
3.0100334448160533,82.67
4.013377926421405,75.62
5.016722408026756,69.75
6.020066889632107,71.36
7.023411371237458,70.09
8.02675585284281,63.03
9.03010033444816,57.43
10.033444816053512,62.27
11.036789297658864,66.09
12.040133779264213,65.41
13.043478260869565,65.09
14.046822742474916,71.27
15.050167224080267,75.15
16.05351170568562,81.28
17.05685618729097,79.37
18.06020066889632,72.02
19.06354515050167,74.21
20.066889632107024,68.25
21.070234113712374,60.75
22.073578595317727,58.82
23.076923076923077,59.27
24.080267558528426,68.23
25.08361204013378,68.12
26.08695652173913,67.66
27.090301003344482,75.83
28.093645484949832,80.75
29.096989966555185,73.82
30.100334448160535,80.48
31.103678929765888,74.98
32.10702341137124,63.18
33.11036789297659,63.51
34.11371237458194,55.99
35.11705685618729,53.9
36.12040133779264,58.8
37.123745819397996,66.06
38.12709030100334,77.04
39.130434782608695,76.99
40.13377926421405,79.82
41.137123745819395,80.29
42.14046822742475,67.61
43.1438127090301,74.03
44.147157190635454,68.69
45.1505016722408,66.78
46.15384615384615,60.75
47.15719063545151,52.9
48.16053511705685,58.77
49.163879598662206,66.77
50.16722408026756,70.94
51.17056856187291,78.54
52.17391304347826,81.38
53.17725752508361,85.67
54.180602006688964,82.62
55.18394648829432,71.43
56.187290969899664,72.46
57.19063545150502,68.34
58.19397993311037,66.56
59.197324414715716,60.99
60.20066889632107,65.65
61.20401337792642,64.27
62.207357859531776,60.0
63.21070234113712,68.36
64.21404682274247,77.9
65.21739130434783,81.93
66.22073578595318,88.65
67.22408026755853,74.67
68.22742474916387,84.81
69.23076923076923,60.47
70.23411371237458,62.54
71.23745819397993,64.7
72.24080267558529,48.72
73.24414715719064,61.99
74.24749163879599,66.73
75.25083612040133,82.14
76.25418060200668,70.39
77.25752508361204,79.78
78.26086956521739,78.1
79.26421404682274,73.11
80.2675585284281,75.05
81.27090301003345,76.16
82.27424749163879,64.49
83.27759197324414,62.98
84.2809364548495,64.73
85.28428093645485,54.3
86.2876254180602,57.62
87.29096989966555,67.82
88.29431438127091,76.17
89.29765886287625,72.11
90.3010033444816,82.1
91.30434782608695,81.18
92.3076923076923,79.67
93.31103678929766,74.02
94.31438127090301,67.89
95.31772575250837,69.0
96.3210702341137,65.12
97.32441471571906,65.13
98.32775919732441,63.56
99.33110367892976,57.4
100.33444816053512,74.19
101.33779264214047,76.57
102.34113712374582,82.74
103.34448160535118,65.53
104.34782608695652,79.31
105.35117056856187,79.37
106.35451505016722,73.66
107.35785953177258,71.06
108.36120401337793,52.6
109.36454849498328,61.02
110.36789297658864,59.59
111.37123745819397,62.15
112.37458193979933,71.44
113.37792642140468,77.87
114.38127090301003,77.69
115.38461538461539,81.22
116.38795986622074,80.17
117.3913043478261,74.75
118.39464882943143,77.21
119.39799331103679,74.24
120.40133779264214,69.58
121.40468227424749,58.97
122.40802675585284,62.58
123.4113712374582,59.35
124.41471571906355,68.55
125.41806020066889,72.13
126.42140468227424,78.44
127.4247491638796,76.28
128.42809364548495,81.4
129.4314381270903,84.12
130.43478260869566,70.69
131.438127090301,78.77
132.44147157190636,72.3
133.44481605351172,66.06
134.44816053511707,50.85
135.45150501672242,60.29
136.45484949832775,64.86
137.4581939799331,67.97
138.46153846153845,69.24
139.4648829431438,77.29
140.46822742474916,78.24
141.4715719063545,73.14
142.47491638795987,77.49
143.47826086956522,80.58
144.48160535117057,62.66
145.48494983277592,64.46
146.48829431438128,62.85
147.49163879598663,63.9
148.49498327759198,65.98
149.49832775919734,64.33
150.50167224080266,71.0
151.50501672240802,72.96
152.50836120401337,74.81
153.51170568561872,76.46
154.51505016722408,77.85
155.51839464882943,78.93
156.52173913043478,79.65
157.52508361204013,79.98
158.5284280936455,79.91
159.53177257525084,79.44
160.5351170568562,78.6
161.53846153846155,77.41
162.5418060200669,75.92
163.54515050167225,74.19
164.54849498327758,72.3
165.55183946488293,70.31
166.55518394648828,68.31
167.55852842809364,66.38
168.561872909699,64.6
169.56521739130434,63.03
170.5685618729097,61.74
171.57190635451505,60.78
172.5752508361204,60.19
173.57859531772576,60.0
174.5819397993311,60.21
175.58528428093646,60.81
176.58862876254182,61.78
177.59197324414717,63.08
178.5953177257525,64.65
179.59866220735785,66.44
180.6020066889632,68.38
181.60535117056855,70.38
182.6086956521739,72.36
183.61204013377926,74.25
184.6153846153846,75.97
185.61872909698997,77.45
186.62207357859532,78.63
187.62541806020067,79.46
188.62876254180603,79.92
189.63210702341138,79.97
190.63545150501673,79.63
191.63879598662209,78.9
192.6421404682274,77.81
193.64548494983276,76.41
194.64882943143812,74.75
195.65217391304347,72.9
196.65551839464882,70.94
197.65886287625418,68.93
198.66220735785953,66.97
199.66555183946488,65.13
200.66889632107024,63.49
201.6722408026756,62.11
202.67558528428094,61.04
203.6789297658863,60.34
204.68227424749165,60.02
205.685618729097,60.1
206.68896321070235,60.58
207.69230769230768,61.44
208.69565217391303,62.64
209.69899665551839,64.14
210.70234113712374,65.87
211.7056856187291,67.77
212.70903010033445,69.75
213.7123745819398,71.75
214.71571906354515,73.68
215.7190635451505,75.46
216.72240802675586,77.02
217.7257525083612,78.3
218.72909698996656,79.24
219.73244147157192,79.82
220.73578595317727,80.0
221.7391304347826,79.78
222.74247491638795,79.17
223.7458193979933,78.19
224.74916387959865,76.88
225.752508361204,75.29
226.75585284280936,73.49
227.7591973244147,71.55
228.76254180602007,69.55
229.76588628762542,67.57
230.76923076923077,65.69
231.77257525083613,63.98
232.77591973244148,62.51
233.77926421404683,61.34
234.7826086956522,60.51
235.7859531772575,60.07
236.78929765886286,60.03
237.79264214046822,60.39
238.79598662207357,61.13
239.79933110367892,62.23
240.80267558528428,63.64
241.80602006688963,65.31
242.80936454849498,67.16
243.81270903010034,69.13
244.8160535117057,71.13
245.81939799331104,73.09
246.8227424749164,74.93
247.82608695652175,76.56
248.8294314381271,77.93
249.83277591973243,78.99
250.83612040133778,79.68
251.83946488294313,79.99
252.8428093645485,79.89
253.84615384615384,79.4
254.8494983277592,78.53
255.85284280936455,77.32
256.8561872909699,75.81
257.8595317725752,74.07
258.8628762541806,72.17
259.86622073578593,70.18
260.8695652173913,68.18
261.87290969899664,66.26
262.876254180602,64.49
263.87959866220734,62.93
264.8829431438127,61.66
265.88628762541805,60.73
266.88963210702343,60.17
267.89297658862876,60.0
268.89632107023414,60.24
269.89966555183946,60.86
270.90301003344484,61.85
271.90635451505017,63.17
272.9096989966555,64.77
273.9130434782609,66.57
274.9163879598662,68.51
275.9197324414716,70.51
276.9230769230769,72.49
277.9264214046823,74.37
278.9297658862876,76.08
279.933110367893,77.54
