Hour	HR (bpm)
00:00:00	61.51
00:05:00	59.53
00:10:00	61.41
00:15:00	63.1
00:20:00	58.2
00:25:00	60.17
00:30:00	63.48
00:35:00	60.23
00:40:00	61.36
00:45:00	57.65
00:50:00	61.1
00:55:00	60.64
01:00:00	62.18
01:05:00	66.17
01:10:00	61.98
01:15:00	62.97
01:20:00	65.53
01:25:00	65.44
01:30:00	64.19
01:35:00	66.08
01:40:00	61.71
01:45:00	58.01
01:50:00	63.48
01:55:00	61.86
02:00:00	62.22
02:05:00	61.71
02:10:00	65.81
02:15:00	64.11
02:20:00	61.94
02:25:00	64.49
02:30:00	59.61
02:35:00	63.24
02:40:00	65.9
02:45:00	64.91
02:50:00	65.97
02:55:00	69.7
03:00:00	66.17
03:05:00	68.25
03:10:00	66.65
03:15:00	69.94
03:20:00	67.17
03:25:00	65.91
03:30:00	65.99
03:35:00	68.02
03:40:00	66.31
03:45:00	66.8
03:50:00	66.37
03:55:00	65.23
04:00:00	66.65
04:05:00	64.53
04:10:00	63.36
04:15:00	69.5
04:20:00	66.18
04:25:00	66.17
04:30:00	63.53
04:35:00	67.88
04:40:00	67.59
04:45:00	65.6
04:50:00	66.94
04:55:00	73.36
05:00:00	65.39
05:05:00	67.3
05:10:00	68.9
05:15:00	69.33
05:20:00	65.73
05:25:00	65.39
05:30:00	63.02
05:35:00	65.36
05:40:00	65.46
05:45:00	67.64
05:50:00	65.88
05:55:00	66.66
06:00:00	65.3
06:05:00	66.65
06:10:00	66.92
06:15:00	66.49
06:20:00	68.75
06:25:00	66.3
06:30:00	66.04
06:35:00	71.34
06:40:00	75.35
06:45:00	81.61
06:50:00	89.55
06:55:00	95.0
07:00:00	60.87
07:05:00	63.1
07:10:00	66.32
07:15:00	66.97
07:20:00	64.03
07:25:00	62.79
07:30:00	67.21
07:35:00	67.21
07:40:00	65.1
07:45:00	63.55
07:50:00	60.06
07:55:00	63.58
08:00:00	61.55
08:05:00	63.31
08:10:00	61.3
08:15:00	65.55
08:20:00	62.5
08:25:00	59.23
08:30:00	63.98
08:35:00	64.2
08:40:00	60.58
08:45:00	64.46
08:50:00	61.78
08:55:00	59.3
09:00:00	63.52
09:05:00	61.97
09:10:00	60.96
09:15:00	63.94
09:20:00	60.97
09:25:00	61.42
09:30:00	61.86
09:35:00	62.27
09:40:00	61.93
09:45:00	60.66
09:50:00	61.12
09:55:00	59.6
10:00:00	62.1
10:05:00	64.15
10:10:00	60.61
10:15:00	59.75
10:20:00	65.44
10:25:00	60.13
10:30:00	58.66
10:35:00	58.96
10:40:00	61.86
10:45:00	59.75
10:50:00	62.36
10:55:00	56.55
11:00:00	57.39
11:05:00	61.23
11:10:00	59.92
11:15:00	59.85
11:20:00	59.12
11:25:00	61.05
11:30:00	57.99
11:35:00	60.45
11:40:00	59.81
11:45:00	60.6
11:50:00	60.64
11:55:00	60.3
12:00:00	59.35
12:05:00	59.18
12:10:00	57.02
12:15:00	60.76
12:20:00	61.54
12:25:00	64.46
12:30:00	59.39
12:35:00	63.85
12:40:00	58.53
12:45:00	61.88
12:50:00	60.77
12:55:00	59.98
13:00:00	62.52
13:05:00	58.79
13:10:00	62.39
13:15:00	60.45
13:20:00	63.99
13:25:00	61.75
13:30:00	60.94
13:35:00	63.37
13:40:00	61.99
13:45:00	60.98
13:50:00	60.9
13:55:00	63.55
14:00:00	62.17
14:05:00	61.0
14:10:00	64.47
14:15:00	63.68
14:20:00	61.63
14:25:00	60.6
14:30:00	59.11
14:35:00	63.27
14:40:00	65.31
14:45:00	63.91
14:50:00	60.29
14:55:00	63.63
15:00:00	65.68
15:05:00	65.64
15:10:00	60.25
15:15:00	64.16
15:20:00	63.37
15:25:00	64.34
15:30:00	66.46
15:35:00	63.14
15:40:00	64.52
15:45:00	64.78
15:50:00	63.68
15:55:00	65.27
16:00:00	70.45
16:05:00	64.81
16:10:00	69.66
16:15:00	70.08
16:20:00	69.43
16:25:00	68.31
16:30:00	66.69
16:35:00	71.55
16:40:00	68.02
16:45:00	66.66
16:50:00	67.64
16:55:00	69.16
17:00:00	70.29
17:05:00	71.06
17:10:00	71.67
17:15:00	67.23
17:20:00	69.24
17:25:00	72.55
17:30:00	70.78
17:35:00	72.45
17:40:00	71.24
17:45:00	73.34
17:50:00	72.07
17:55:00	72.67
18:00:00	71.34
18:05:00	74.37
18:10:00	76.19
18:15:00	72.09
18:20:00	71.36
18:25:00	71.92
18:30:00	71.54
18:35:00	72.82
18:40:00	74.0
18:45:00	87.68
18:50:00	91.22
18:55:00	97.07
19:00:00	101.94
19:05:00	72.91
19:10:00	75.06
19:15:00	68.7
19:20:00	74.17
19:25:00	71.22
19:30:00	73.47
19:35:00	73.44
19:40:00	73.56
19:45:00	75.52
19:50:00	74.06
19:55:00	74.59
20:00:00	72.4
20:05:00	70.89
20:10:00	73.98
20:15:00	81.47
20:20:00	88.4
20:25:00	94.4
20:30:00	99.51
20:35:00	105.43
20:40:00	71.46
20:45:00	71.66
20:50:00	74.27
20:55:00	74.57
21:00:00	74.26
21:05:00	70.22
21:10:00	72.48
21:15:00	81.59
21:20:00	89.57
21:25:00	93.63
21:30:00	96.88
21:35:00	106.64
21:40:00	73.13
21:45:00	73.11
21:50:00	79.8
21:55:00	85.77
22:00:00	90.98
22:05:00	99.53
22:10:00	103.43
22:15:00	73.4
22:20:00	70.52
22:25:00	71.22
22:30:00	71.96
22:35:00	70.86
22:40:00	68.62
22:45:00	71.67
22:50:00	71.57
22:55:00	69.37
23:00:00	73.59
23:05:00	72.66
23:10:00	74.75
23:15:00	71.62
23:20:00	70.75
23:25:00	73.34
23:30:00	68.51
23:35:00	71.15
23:40:00	69.94
23:45:00	69.24
23:50:00	73.06
23:55:00	71.03
