Hour	HR (bpm)
00:00:00	61.46
00:05:00	59.09
00:10:00	62.93
00:15:00	63.15
00:20:00	61.47
00:25:00	62.86
00:30:00	58.11
00:35:00	58.07
00:40:00	61.12
00:45:00	62.81
00:50:00	62.31
00:55:00	63.48
01:00:00	64.89
01:05:00	63.42
01:10:00	65.12
01:15:00	60.03
01:20:00	62.15
01:25:00	61.02
01:30:00	65.01
01:35:00	62.83
01:40:00	66.57
01:45:00	64.6
01:50:00	63.36
01:55:00	68.21
02:00:00	63.47
02:05:00	63.17
02:10:00	63.48
02:15:00	62.86
02:20:00	61.84
02:25:00	66.98
02:30:00	75.69
02:35:00	82.44
02:40:00	89.84
02:45:00	95.92
02:50:00	64.52
02:55:00	62.07
03:00:00	63.64
03:05:00	67.13
03:10:00	65.37
03:15:00	64.23
03:20:00	65.55
03:25:00	66.16
03:30:00	67.96
03:35:00	70.58
03:40:00	65.86
03:45:00	65.14
03:50:00	66.31
03:55:00	70.02
04:00:00	65.92
04:05:00	67.45
04:10:00	64.68
04:15:00	72.76
04:20:00	79.1
04:25:00	85.57
04:30:00	89.37
04:35:00	96.02
04:40:00	61.82
04:45:00	65.79
04:50:00	66.74
04:55:00	68.52
05:00:00	64.91
05:05:00	65.61
05:10:00	67.12
05:15:00	69.1
05:20:00	64.91
05:25:00	65.21
05:30:00	70.29
05:35:00	67.5
05:40:00	65.82
05:45:00	64.19
05:50:00	68.78
05:55:00	67.12
06:00:00	65.31
06:05:00	66.43
06:10:00	64.61
06:15:00	64.51
06:20:00	65.67
06:25:00	66.27
06:30:00	64.88
06:35:00	61.87
06:40:00	67.07
06:45:00	63.93
06:50:00	65.24
06:55:00	66.13
07:00:00	64.11
07:05:00	65.98
07:10:00	64.7
07:15:00	62.47
07:20:00	64.76
07:25:00	62.52
07:30:00	65.89
07:35:00	64.87
07:40:00	62.6
07:45:00	62.5
07:50:00	63.36
07:55:00	62.82
08:00:00	61.48
08:05:00	59.66
08:10:00	64.41
08:15:00	62.43
08:20:00	64.08
08:25:00	62.5
08:30:00	62.21
08:35:00	61.85
08:40:00	60.69
08:45:00	62.66
08:50:00	61.36
08:55:00	62.59
09:00:00	62.44
09:05:00	59.59
09:10:00	58.0
09:15:00	63.94
09:20:00	63.42
09:25:00	56.78
09:30:00	61.31
09:35:00	64.09
09:40:00	58.11
09:45:00	60.39
09:50:00	61.55
09:55:00	57.06
10:00:00	61.76
10:05:00	62.61
10:10:00	60.19
10:15:00	63.46
10:20:00	61.36
10:25:00	60.23
10:30:00	57.26
10:35:00	57.89
10:40:00	60.6
10:45:00	58.26
10:50:00	60.37
10:55:00	59.04
11:00:00	62.85
11:05:00	60.27
11:10:00	59.08
11:15:00	58.88
11:20:00	61.21
11:25:00	61.46
11:30:00	58.57
11:35:00	60.12
11:40:00	60.18
11:45:00	58.44
11:50:00	62.75
11:55:00	58.79
12:00:00	62.23
12:05:00	59.73
12:10:00	62.15
12:15:00	59.45
12:20:00	59.68
12:25:00	61.24
12:30:00	62.45
12:35:00	66.64
12:40:00	62.19
12:45:00	62.03
12:50:00	60.98
12:55:00	58.93
13:00:00	64.41
13:05:00	62.64
13:10:00	58.45
13:15:00	61.19
13:20:00	60.32
13:25:00	60.11
13:30:00	61.36
13:35:00	63.88
13:40:00	61.63
13:45:00	63.19
13:50:00	59.41
13:55:00	61.65
14:00:00	60.43
14:05:00	65.11
14:10:00	60.34
14:15:00	61.9
14:20:00	65.42
14:25:00	60.51
14:30:00	59.29
14:35:00	64.7
14:40:00	64.21
14:45:00	60.03
14:50:00	65.25
14:55:00	63.01
15:00:00	60.54
15:05:00	64.18
15:10:00	67.06
15:15:00	65.87
15:20:00	64.58
15:25:00	68.18
15:30:00	66.85
15:35:00	66.45
15:40:00	62.79
15:45:00	65.81
15:50:00	70.48
15:55:00	76.09
16:00:00	83.14
16:05:00	89.45
16:10:00	96.8
16:15:00	67.04
16:20:00	64.1
16:25:00	69.16
16:30:00	70.64
16:35:00	67.55
16:40:00	65.76
16:45:00	71.31
16:50:00	68.44
16:55:00	75.05
17:00:00	79.32
17:05:00	87.6
17:10:00	94.21
17:15:00	99.53
17:20:00	71.79
17:25:00	71.09
17:30:00	69.04
17:35:00	66.81
17:40:00	71.99
17:45:00	70.93
17:50:00	74.15
17:55:00	70.78
18:00:00	72.84
18:05:00	71.48
18:10:00	72.07
18:15:00	72.45
18:20:00	70.76
18:25:00	67.81
18:30:00	71.32
18:35:00	72.72
18:40:00	68.68
18:45:00	75.04
18:50:00	71.17
18:55:00	71.47
19:00:00	73.66
19:05:00	76.65
19:10:00	72.17
19:15:00	75.8
19:20:00	72.48
19:25:00	73.39
19:30:00	67.65
19:35:00	73.09
19:40:00	71.55
19:45:00	73.75
19:50:00	72.99
19:55:00	71.3
20:00:00	73.02
20:05:00	74.48
20:10:00	74.36
20:15:00	73.55
20:20:00	74.33
20:25:00	72.0
20:30:00	72.02
20:35:00	70.04
20:40:00	75.54
20:45:00	71.93
20:50:00	71.55
20:55:00	72.12
21:00:00	73.63
21:05:00	74.21
21:10:00	75.42
21:15:00	82.27
21:20:00	87.1
21:25:00	86.28
21:30:00	95.42
21:35:00	102.28
21:40:00	72.61
21:45:00	72.78
21:50:00	73.97
21:55:00	76.14
22:00:00	72.87
22:05:00	74.28
22:10:00	72.77
22:15:00	69.69
22:20:00	70.48
22:25:00	71.72
22:30:00	71.62
22:35:00	72.14
22:40:00	71.6
22:45:00	74.66
22:50:00	72.37
22:55:00	69.9
23:00:00	70.01
23:05:00	71.31
23:10:00	71.87
23:15:00	72.31
23:20:00	71.91
23:25:00	69.71
23:30:00	68.23
23:35:00	70.85
23:40:00	67.39
23:45:00	68.7
23:50:00	69.17
23:55:00	68.43
