Hour	HRV (ms)
00:00:00	35.62
00:20:00	53.34
00:40:00	43.33
01:00:00	55.7
01:20:00	51.05
01:40:00	41.97
02:00:00	40.3
02:20:00	53.62
02:40:00	56.8
03:00:00	55.23
03:20:00	45.08
03:40:00	57.18
04:00:00	54.24
04:20:00	56.19
04:40:00	59.37
05:00:00	44.59
05:20:00	55.47
05:40:00	43.1
06:00:00	43.95
06:20:00	45.58
06:40:00	33.45
07:00:00	51.82
07:20:00	41.69
07:40:00	42.77
08:00:00	31.38
08:20:00	48.65
08:40:00	42.34
09:00:00	43.14
09:20:00	35.03
09:40:00	58.19
10:00:00	47.51
10:20:00	35.77
10:40:00	49.34
11:00:00	41.79
11:20:00	53.01
11:40:00	50.57
12:00:00	51.0
12:20:00	61.46
12:40:00	63.17
13:00:00	59.87
13:20:00	79.57
13:40:00	66.7
14:00:00	69.42
14:20:00	71.06
14:40:00	72.89
15:00:00	89.23
15:20:00	74.94
15:40:00	71.64
16:00:00	73.09
16:20:00	64.83
16:40:00	65.93
17:00:00	64.65
17:20:00	57.59
17:40:00	58.81
18:00:00	61.66
18:20:00	60.79
18:40:00	62.5
19:00:00	64.01
19:20:00	56.12
19:40:00	64.9
20:00:00	59.7
20:20:00	75.42
20:40:00	53.76
21:00:00	61.71
21:20:00	49.12
21:40:00	51.08
22:00:00	59.21
22:20:00	64.04
22:40:00	65.45
23:00:00	68.51
23:20:00	72.16
23:40:00	70.6
