Hour	HRV (ms)
00:00:00	43.68
00:20:00	37.67
00:40:00	36.92
01:00:00	50.56
01:20:00	44.43
01:40:00	59.31
02:00:00	46.48
02:20:00	52.45
02:40:00	53.98
03:00:00	74.82
03:20:00	55.04
03:40:00	56.26
04:00:00	52.89
04:20:00	50.45
04:40:00	54.76
05:00:00	49.32
05:20:00	45.13
05:40:00	49.99
06:00:00	40.08
06:20:00	42.26
06:40:00	58.79
07:00:00	44.75
07:20:00	45.08
07:40:00	42.78
08:00:00	49.28
08:20:00	47.13
08:40:00	41.87
09:00:00	40.68
09:20:00	52.53
09:40:00	46.48
10:00:00	50.8
10:20:00	47.93
10:40:00	51.29
11:00:00	53.57
11:20:00	56.33
11:40:00	50.97
12:00:00	60.36
12:20:00	61.74
12:40:00	58.12
13:00:00	60.08
13:20:00	67.47
13:40:00	60.39
14:00:00	75.58
14:20:00	68.67
14:40:00	69.95
15:00:00	67.53
15:20:00	75.24
15:40:00	65.35
16:00:00	65.11
16:20:00	68.9
16:40:00	56.8
17:00:00	67.57
17:20:00	60.38
17:40:00	64.18
18:00:00	53.88
18:20:00	64.63
18:40:00	78.66
19:00:00	70.81
19:20:00	56.75
19:40:00	60.84
20:00:00	53.48
20:20:00	47.5
20:40:00	56.57
21:00:00	54.6
21:20:00	59.41
21:40:00	56.48
22:00:00	66.54
22:20:00	61.09
22:40:00	61.3
23:00:00	64.53
23:20:00	71.79
23:40:00	71.02
