Hour	HR (bpm)
00:00:00	61.77
00:05:00	60.78
00:10:00	60.59
00:15:00	62.03
00:20:00	58.18
00:25:00	63.47
00:30:00	60.78
00:35:00	61.83
00:40:00	59.57
00:45:00	61.85
00:50:00	61.48
00:55:00	60.55
01:00:00	63.85
01:05:00	63.63
01:10:00	61.15
01:15:00	61.56
01:20:00	60.54
01:25:00	66.4
01:30:00	62.4
01:35:00	61.71
01:40:00	61.31
01:45:00	65.22
01:50:00	64.77
01:55:00	65.77
02:00:00	65.19
02:05:00	64.39
02:10:00	64.12
02:15:00	63.37
02:20:00	63.89
02:25:00	66.3
02:30:00	65.08
02:35:00	66.06
02:40:00	62.65
02:45:00	64.01
02:50:00	66.85
02:55:00	61.93
03:00:00	66.47
03:05:00	68.44
03:10:00	65.72
03:15:00	67.46
03:20:00	68.6
03:25:00	67.57
03:30:00	67.08
03:35:00	64.86
03:40:00	68.03
03:45:00	67.75
03:50:00	66.12
03:55:00	65.82
04:00:00	66.46
04:05:00	67.6
04:10:00	67.65
04:15:00	71.33
04:20:00	68.01
04:25:00	68.16
04:30:00	68.72
04:35:00	66.73
04:40:00	67.51
04:45:00	65.96
04:50:00	63.64
04:55:00	71.18
05:00:00	67.85
05:05:00	67.58
05:10:00	67.65
05:15:00	67.44
05:20:00	71.4
05:25:00	73.04
05:30:00	66.33
05:35:00	66.63
05:40:00	65.41
05:45:00	64.14
05:50:00	66.96
05:55:00	68.62
06:00:00	68.05
06:05:00	65.84
06:10:00	67.3
06:15:00	66.02
06:20:00	64.25
06:25:00	66.87
06:30:00	63.54
06:35:00	67.37
06:40:00	64.55
06:45:00	63.18
06:50:00	67.41
06:55:00	63.14
07:00:00	60.85
07:05:00	66.87
07:10:00	61.63
07:15:00	63.08
07:20:00	62.39
07:25:00	68.24
07:30:00	66.01
07:35:00	66.27
07:40:00	66.32
07:45:00	64.01
07:50:00	63.05
07:55:00	68.62
08:00:00	65.27
08:05:00	61.28
08:10:00	64.62
08:15:00	64.83
08:20:00	64.92
08:25:00	66.61
08:30:00	61.24
08:35:00	64.99
08:40:00	61.69
08:45:00	63.5
08:50:00	61.33
08:55:00	63.16
09:00:00	62.79
09:05:00	60.9
09:10:00	62.05
09:15:00	63.74
09:20:00	61.94
09:25:00	60.95
09:30:00	59.46
09:35:00	66.16
09:40:00	70.89
09:45:00	82.84
09:50:00	82.94
09:55:00	90.34
10:00:00	59.16
10:05:00	61.37
10:10:00	62.81
10:15:00	60.44
10:20:00	58.43
10:25:00	64.17
10:30:00	59.87
10:35:00	59.66
10:40:00	58.29
10:45:00	61.0
10:50:00	60.26
10:55:00	58.28
11:00:00	62.19
11:05:00	61.87
11:10:00	61.0
11:15:00	60.58
11:20:00	62.27
11:25:00	67.97
11:30:00	73.77
11:35:00	76.35
11:40:00	85.69
11:45:00	89.39
11:50:00	57.79
11:55:00	64.14
12:00:00	60.7
12:05:00	68.06
12:10:00	71.6
12:15:00	76.96
12:20:00	83.39
12:25:00	93.68
12:30:00	58.72
12:35:00	63.26
12:40:00	59.62
12:45:00	60.38
12:50:00	59.6
12:55:00	59.99
13:00:00	64.87
13:05:00	64.99
13:10:00	58.3
13:15:00	60.45
13:20:00	61.39
13:25:00	56.87
13:30:00	58.52
13:35:00	60.93
13:40:00	60.23
13:45:00	65.29
13:50:00	62.32
13:55:00	62.4
14:00:00	63.66
14:05:00	57.24
14:10:00	61.38
14:15:00	63.03
14:20:00	63.23
14:25:00	63.72
14:30:00	62.97
14:35:00	63.11
14:40:00	64.33
14:45:00	64.85
14:50:00	63.39
14:55:00	59.72
15:00:00	65.36
15:05:00	68.7
15:10:00	63.52
15:15:00	63.58
15:20:00	65.41
15:25:00	66.17
15:30:00	63.86
15:35:00	68.36
15:40:00	66.51
15:45:00	65.66
15:50:00	62.96
15:55:00	66.14
16:00:00	65.8
16:05:00	68.21
16:10:00	68.97
16:15:00	66.46
16:20:00	70.07
16:25:00	68.17
16:30:00	68.96
16:35:00	75.47
16:40:00	77.04
16:45:00	89.89
16:50:00	93.7
16:55:00	100.34
17:00:00	65.75
17:05:00	66.32
17:10:00	66.82
17:15:00	68.03
17:20:00	70.98
17:25:00	68.54
17:30:00	76.3
17:35:00	81.94
17:40:00	88.89
17:45:00	98.06
17:50:00	101.01
17:55:00	71.31
18:00:00	70.56
18:05:00	68.53
18:10:00	72.62
18:15:00	71.98
18:20:00	71.82
18:25:00	72.82
18:30:00	73.0
18:35:00	68.89
18:40:00	72.75
18:45:00	76.2
18:50:00	72.14
18:55:00	71.14
19:00:00	75.2
19:05:00	72.45
19:10:00	70.93
19:15:00	76.55
19:20:00	70.31
19:25:00	70.31
19:30:00	70.76
19:35:00	70.63
19:40:00	73.47
19:45:00	76.6
19:50:00	71.96
19:55:00	70.83
20:00:00	74.39
20:05:00	69.48
20:10:00	79.38
20:15:00	71.66
20:20:00	72.62
20:25:00	73.88
20:30:00	74.14
20:35:00	73.09
20:40:00	76.43
20:45:00	71.28
20:50:00	72.89
20:55:00	73.07
21:00:00	71.01
21:05:00	77.27
21:10:00	75.57
21:15:00	75.47
21:20:00	69.99
21:25:00	75.28
21:30:00	71.85
21:35:00	73.28
21:40:00	69.54
21:45:00	67.32
21:50:00	73.65
21:55:00	74.5
22:00:00	75.19
22:05:00	71.41
22:10:00	70.36
22:15:00	70.97
22:20:00	72.45
22:25:00	69.99
22:30:00	75.96
22:35:00	72.03
22:40:00	71.89
22:45:00	72.85
22:50:00	74.67
22:55:00	73.34
23:00:00	70.17
23:05:00	75.63
23:10:00	69.26
23:15:00	68.98
23:20:00	71.66
23:25:00	71.21
23:30:00	71.85
23:35:00	75.19
23:40:00	74.77
23:45:00	68.66
23:50:00	68.38
23:55:00	65.98
