Hour	HR (bpm)
00:00:00	61.38
00:05:00	57.48
00:10:00	56.73
00:15:00	62.5
00:20:00	60.44
00:25:00	60.74
00:30:00	62.64
00:35:00	60.55
00:40:00	63.91
00:45:00	59.85
00:50:00	64.6
00:55:00	60.89
01:00:00	64.31
01:05:00	63.56
01:10:00	60.6
01:15:00	63.75
01:20:00	64.44
01:25:00	63.8
01:30:00	60.32
01:35:00	63.37
01:40:00	60.9
01:45:00	62.5
01:50:00	63.46
01:55:00	62.14
02:00:00	66.34
02:05:00	65.68
02:10:00	66.46
02:15:00	63.44
02:20:00	66.52
02:25:00	64.09
02:30:00	64.09
02:35:00	65.77
02:40:00	62.62
02:45:00	67.78
02:50:00	61.87
02:55:00	64.52
03:00:00	66.32
03:05:00	64.13
03:10:00	65.34
03:15:00	69.1
03:20:00	63.31
03:25:00	66.29
03:30:00	65.56
03:35:00	67.88
03:40:00	66.68
03:45:00	66.06
03:50:00	69.33
03:55:00	67.84
04:00:00	65.55
04:05:00	68.45
04:10:00	64.01
04:15:00	66.18
04:20:00	66.91
04:25:00	69.69
04:30:00	65.66
04:35:00	69.2
04:40:00	69.32
04:45:00	66.44
04:50:00	60.76
04:55:00	70.18
05:00:00	66.68
05:05:00	66.88
05:10:00	66.28
05:15:00	68.87
05:20:00	68.32
05:25:00	65.68
05:30:00	66.83
05:35:00	67.52
05:40:00	66.32
05:45:00	66.54
05:50:00	65.08
05:55:00	67.2
06:00:00	70.83
06:05:00	66.5
06:10:00	66.82
06:15:00	64.67
06:20:00	63.46
06:25:00	66.58
06:30:00	70.06
06:35:00	63.3
06:40:00	62.97
06:45:00	65.44
06:50:00	64.61
06:55:00	66.47
07:00:00	65.49
07:05:00	60.99
07:10:00	65.05
07:15:00	65.18
07:20:00	69.83
07:25:00	77.64
07:30:00	81.24
07:35:00	85.83
07:40:00	92.93
07:45:00	62.93
07:50:00	64.67
07:55:00	64.67
08:00:00	63.63
08:05:00	64.31
08:10:00	65.77
08:15:00	62.26
08:20:00	63.28
08:25:00	63.05
08:30:00	61.88
08:35:00	60.69
08:40:00	62.52
08:45:00	63.0
08:50:00	65.5
08:55:00	73.22
09:00:00	82.29
09:05:00	87.7
09:10:00	89.5
09:15:00	60.93
09:20:00	61.16
09:25:00	61.12
09:30:00	59.38
09:35:00	62.85
09:40:00	57.24
09:45:00	58.32
09:50:00	60.3
09:55:00	59.59
10:00:00	61.65
10:05:00	62.42
10:10:00	58.4
10:15:00	59.74
10:20:00	60.73
10:25:00	63.05
10:30:00	58.46
10:35:00	61.0
10:40:00	61.84
10:45:00	63.32
10:50:00	61.8
10:55:00	58.75
11:00:00	58.64
11:05:00	57.9
11:10:00	59.29
11:15:00	57.58
11:20:00	60.42
11:25:00	59.7
11:30:00	62.98
11:35:00	59.54
11:40:00	58.74
11:45:00	59.87
11:50:00	60.29
11:55:00	64.03
12:00:00	69.9
12:05:00	78.49
12:10:00	86.51
12:15:00	87.15
12:20:00	64.32
12:25:00	71.09
12:30:00	77.52
12:35:00	83.95
12:40:00	92.98
12:45:00	60.42
12:50:00	62.56
12:55:00	60.14
13:00:00	62.45
13:05:00	57.54
13:10:00	58.95
13:15:00	70.86
13:20:00	72.2
13:25:00	81.9
13:30:00	86.6
13:35:00	92.03
13:40:00	61.0
13:45:00	63.34
13:50:00	61.76
13:55:00	59.31
14:00:00	62.07
14:05:00	66.36
14:10:00	62.67
14:15:00	62.44
14:20:00	65.03
14:25:00	62.74
14:30:00	63.25
14:35:00	64.16
14:40:00	59.92
14:45:00	62.77
14:50:00	65.82
14:55:00	59.96
15:00:00	63.17
15:05:00	65.13
15:10:00	64.45
15:15:00	63.75
15:20:00	69.34
15:25:00	70.3
15:30:00	64.12
15:35:00	65.56
15:40:00	64.77
15:45:00	63.91
15:50:00	66.12
15:55:00	67.96
16:00:00	67.84
16:05:00	65.98
16:10:00	65.06
16:15:00	66.73
16:20:00	69.56
16:25:00	68.7
16:30:00	69.24
16:35:00	68.0
16:40:00	68.76
16:45:00	65.71
16:50:00	67.83
16:55:00	66.63
17:00:00	69.83
17:05:00	70.68
17:10:00	66.08
17:15:00	68.91
17:20:00	72.49
17:25:00	69.98
17:30:00	69.27
17:35:00	74.21
17:40:00	69.36
17:45:00	72.02
17:50:00	71.68
17:55:00	71.92
18:00:00	69.96
18:05:00	68.45
18:10:00	69.49
18:15:00	73.46
18:20:00	70.93
18:25:00	71.98
18:30:00	73.98
18:35:00	68.19
18:40:00	72.46
18:45:00	71.98
18:50:00	73.21
18:55:00	70.69
19:00:00	70.15
19:05:00	74.15
19:10:00	75.47
19:15:00	76.43
19:20:00	73.5
19:25:00	72.19
19:30:00	74.1
19:35:00	72.06
19:40:00	76.24
19:45:00	72.68
19:50:00	72.09
19:55:00	74.34
20:00:00	73.14
20:05:00	74.49
20:10:00	69.21
20:15:00	75.18
20:20:00	73.81
20:25:00	75.44
20:30:00	77.63
20:35:00	76.89
20:40:00	72.84
20:45:00	72.52
20:50:00	74.2
20:55:00	76.43
21:00:00	74.54
21:05:00	74.37
21:10:00	73.19
21:15:00	72.58
21:20:00	68.95
21:25:00	70.05
21:30:00	76.01
21:35:00	75.69
21:40:00	72.97
21:45:00	70.89
