Hour	HR (bpm)
00:00:00	58.77
00:05:00	58.7
00:10:00	60.42
00:15:00	62.05
00:20:00	58.42
00:25:00	61.29
00:30:00	58.67
00:35:00	58.82
00:40:00	63.95
00:45:00	63.42
00:50:00	59.82
00:55:00	62.36
01:00:00	63.11
01:05:00	61.69
01:10:00	61.51
01:15:00	63.67
01:20:00	63.91
01:25:00	63.65
01:30:00	59.51
01:35:00	63.65
01:40:00	64.06
01:45:00	64.89
01:50:00	63.62
01:55:00	66.02
02:00:00	62.54
02:05:00	66.94
02:10:00	63.16
02:15:00	61.2
02:20:00	71.01
02:25:00	79.24
02:30:00	84.57
02:35:00	91.37
02:40:00	91.73
02:45:00	65.54
02:50:00	66.32
02:55:00	70.18
03:00:00	64.87
03:05:00	68.66
03:10:00	64.99
03:15:00	68.72
03:20:00	65.97
03:25:00	64.0
03:30:00	67.23
03:35:00	66.55
03:40:00	66.1
03:45:00	68.3
03:50:00	64.88
03:55:00	64.26
04:00:00	64.91
04:05:00	65.01
04:10:00	66.08
04:15:00	71.83
04:20:00	79.15
04:25:00	83.08
04:30:00	95.79
04:35:00	99.38
04:40:00	66.92
04:45:00	63.85
04:50:00	67.29
04:55:00	67.28
05:00:00	64.95
05:05:00	68.92
05:10:00	70.01
05:15:00	67.64
05:20:00	65.26
05:25:00	68.3
05:30:00	66.98
05:35:00	66.55
05:40:00	68.1
05:45:00	60.46
05:50:00	66.41
05:55:00	65.56
06:00:00	67.1
06:05:00	69.67
06:10:00	65.07
06:15:00	66.66
06:20:00	66.97
06:25:00	65.68
06:30:00	67.58
06:35:00	64.31
06:40:00	65.21
06:45:00	65.89
06:50:00	64.17
06:55:00	65.42
07:00:00	67.65
07:05:00	69.52
07:10:00	64.17
07:15:00	63.07
07:20:00	65.98
07:25:00	62.96
07:30:00	64.09
07:35:00	69.16
07:40:00	67.14
07:45:00	64.93
07:50:00	64.67
07:55:00	63.57
08:00:00	62.12
08:05:00	64.61
08:10:00	63.85
08:15:00	64.81
08:20:00	61.32
08:25:00	60.95
08:30:00	63.03
08:35:00	64.55
08:40:00	63.79
08:45:00	61.67
08:50:00	63.71
08:55:00	61.91
09:00:00	64.8
09:05:00	61.97
09:10:00	59.87
09:15:00	59.27
09:20:00	60.48
09:25:00	63.53
09:30:00	63.8
09:35:00	60.09
09:40:00	60.35
09:45:00	60.48
09:50:00	60.13
09:55:00	58.8
10:00:00	59.58
10:05:00	59.89
10:10:00	60.35
10:15:00	60.62
10:20:00	62.67
10:25:00	61.36
10:30:00	64.12
10:35:00	60.83
10:40:00	59.77
10:45:00	56.62
10:50:00	60.58
10:55:00	58.29
11:00:00	61.7
11:05:00	65.95
11:10:00	71.26
11:15:00	78.51
11:20:00	83.58
11:25:00	87.48
11:30:00	59.87
11:35:00	61.16
11:40:00	63.47
11:45:00	59.69
11:50:00	59.17
11:55:00	58.91
12:00:00	61.54
12:05:00	57.34
12:10:00	58.19
12:15:00	63.77
12:20:00	64.48
12:25:00	57.84
12:30:00	59.07
12:35:00	61.63
12:40:00	62.65
12:45:00	60.28
12:50:00	62.09
12:55:00	57.64
13:00:00	62.35
13:05:00	61.64
13:10:00	58.02
13:15:00	60.73
13:20:00	60.46
13:25:00	61.48
13:30:00	60.21
13:35:00	60.43
13:40:00	63.58
13:45:00	63.33
13:50:00	61.02
13:55:00	62.78
14:00:00	61.36
14:05:00	65.78
14:10:00	63.54
14:15:00	63.26
14:20:00	65.61
14:25:00	63.05
14:30:00	63.57
14:35:00	64.5
14:40:00	66.89
14:45:00	64.36
14:50:00	62.56
14:55:00	65.07
15:00:00	67.07
15:05:00	71.28
15:10:00	76.14
15:15:00	83.23
15:20:00	88.94
15:25:00	94.32
15:30:00	61.78
15:35:00	66.73
15:40:00	69.07
15:45:00	64.01
15:50:00	67.3
15:55:00	64.69
16:00:00	67.44
16:05:00	64.97
16:10:00	67.7
16:15:00	68.05
16:20:00	67.75
16:25:00	67.8
16:30:00	67.05
16:35:00	66.44
16:40:00	69.48
16:45:00	70.36
16:50:00	68.06
16:55:00	68.81
17:00:00	68.34
17:05:00	69.41
17:10:00	70.73
17:15:00	72.87
17:20:00	70.56
17:25:00	67.56
17:30:00	70.55
17:35:00	72.48
17:40:00	69.85
17:45:00	71.31
17:50:00	66.45
17:55:00	72.42
18:00:00	73.41
18:05:00	73.25
18:10:00	73.0
18:15:00	72.24
18:20:00	70.78
18:25:00	74.66
18:30:00	76.57
18:35:00	69.45
18:40:00	71.95
18:45:00	74.47
18:50:00	75.11
18:55:00	73.36
19:00:00	74.76
19:05:00	69.78
19:10:00	81.45
19:15:00	85.35
19:20:00	92.3
19:25:00	98.21
19:30:00	102.84
