Hour	HR (bpm)
00:00:00	60.17
00:05:00	63.17
00:10:00	59.64
00:15:00	58.08
00:20:00	64.84
00:25:00	58.0
00:30:00	60.86
00:35:00	60.03
00:40:00	58.27
00:45:00	64.7
00:50:00	60.11
00:55:00	63.23
01:00:00	63.71
01:05:00	60.61
01:10:00	59.75
01:15:00	63.43
01:20:00	64.01
01:25:00	62.53
01:30:00	59.86
01:35:00	70.31
01:40:00	74.77
01:45:00	78.31
01:50:00	85.09
01:55:00	90.15
02:00:00	66.52
02:05:00	61.74
02:10:00	66.17
02:15:00	64.99
02:20:00	65.79
02:25:00	66.58
02:30:00	66.44
02:35:00	65.61
02:40:00	66.55
02:45:00	66.75
02:50:00	72.59
02:55:00	74.44
03:00:00	85.48
03:05:00	90.18
03:10:00	91.65
03:15:00	62.86
03:20:00	66.34
03:25:00	66.25
03:30:00	65.5
03:35:00	69.68
03:40:00	66.46
03:45:00	66.85
03:50:00	69.18
03:55:00	74.83
04:00:00	78.65
04:05:00	79.51
04:10:00	91.98
04:15:00	94.72
04:20:00	68.73
04:25:00	67.78
04:30:00	67.99
04:35:00	68.22
04:40:00	65.58
04:45:00	65.59
04:50:00	64.63
04:55:00	63.88
05:00:00	68.9
05:05:00	68.71
05:10:00	63.93
05:15:00	65.13
05:20:00	69.42
05:25:00	65.95
05:30:00	67.46
05:35:00	67.8
05:40:00	65.37
05:45:00	68.24
05:50:00	67.62
05:55:00	66.78
06:00:00	64.3
06:05:00	69.68
06:10:00	63.53
06:15:00	65.38
06:20:00	65.21
06:25:00	63.93
06:30:00	65.15
06:35:00	67.04
06:40:00	64.66
06:45:00	63.22
06:50:00	62.6
06:55:00	65.69
07:00:00	63.69
07:05:00	63.75
07:10:00	63.38
07:15:00	62.57
07:20:00	67.37
07:25:00	64.14
07:30:00	64.61
07:35:00	62.9
07:40:00	61.17
07:45:00	62.0
07:50:00	63.57
07:55:00	64.38
08:00:00	60.68
08:05:00	64.33
08:10:00	63.01
08:15:00	61.17
08:20:00	62.95
08:25:00	59.36
08:30:00	62.43
08:35:00	61.6
08:40:00	59.76
08:45:00	61.02
08:50:00	62.13
08:55:00	63.06
09:00:00	62.17
09:05:00	60.54
09:10:00	59.41
09:15:00	61.25
09:20:00	63.81
09:25:00	57.27
09:30:00	60.46
09:35:00	60.52
09:40:00	61.24
09:45:00	63.6
09:50:00	61.6
09:55:00	57.55
10:00:00	60.31
10:05:00	57.53
10:10:00	61.68
10:15:00	63.83
10:20:00	60.62
10:25:00	69.1
10:30:00	73.2
10:35:00	79.29
10:40:00	84.4
10:45:00	87.96
10:50:00	58.6
10:55:00	60.53
11:00:00	60.96
11:05:00	59.02
11:10:00	64.36
11:15:00	61.2
11:20:00	62.92
11:25:00	59.51
11:30:00	58.54
11:35:00	59.13
11:40:00	60.97
11:45:00	61.0
11:50:00	60.43
11:55:00	58.82
12:00:00	62.72
12:05:00	60.67
12:10:00	60.47
12:15:00	61.66
12:20:00	59.33
12:25:00	57.67
12:30:00	61.46
12:35:00	61.39
12:40:00	63.53
12:45:00	59.03
12:50:00	60.34
12:55:00	59.76
13:00:00	61.97
13:05:00	59.76
13:10:00	63.67
13:15:00	59.64
13:20:00	58.13
13:25:00	62.35
13:30:00	61.46
13:35:00	61.14
13:40:00	65.14
13:45:00	64.24
13:50:00	62.83
13:55:00	62.61
14:00:00	62.71
14:05:00	62.4
14:10:00	62.33
14:15:00	64.07
14:20:00	63.67
14:25:00	62.68
14:30:00	66.86
14:35:00	62.45
14:40:00	60.03
14:45:00	64.03
14:50:00	64.71
14:55:00	65.23
15:00:00	65.57
15:05:00	70.76
15:10:00	63.76
15:15:00	63.6
15:20:00	64.22
15:25:00	65.37
15:30:00	66.38
15:35:00	66.34
15:40:00	63.33
15:45:00	67.45
15:50:00	70.32
15:55:00	66.45
16:00:00	68.65
16:05:00	70.14
16:10:00	66.35
16:15:00	64.14
16:20:00	69.64
16:25:00	69.08
16:30:00	63.72
16:35:00	67.28
16:40:00	65.98
16:45:00	70.02
16:50:00	70.12
16:55:00	70.25
17:00:00	68.99
17:05:00	69.39
17:10:00	68.78
17:15:00	70.17
17:20:00	71.2
17:25:00	68.05
17:30:00	68.85
17:35:00	67.43
17:40:00	65.97
17:45:00	68.7
17:50:00	67.84
17:55:00	69.05
18:00:00	73.31
18:05:00	79.39
18:10:00	85.7
18:15:00	86.49
18:20:00	94.5
18:25:00	99.88
18:30:00	72.01
18:35:00	73.73
18:40:00	69.96
18:45:00	75.05
18:50:00	71.94
18:55:00	71.86
19:00:00	74.95
19:05:00	70.95
19:10:00	74.58
19:15:00	71.88
19:20:00	71.39
19:25:00	74.35
19:30:00	71.88
19:35:00	70.62
19:40:00	73.58
19:45:00	74.26
19:50:00	70.61
19:55:00	73.05
20:00:00	74.85
20:05:00	74.51
20:10:00	72.87
20:15:00	72.66
20:20:00	72.63
20:25:00	72.08
20:30:00	70.79
20:35:00	73.89
20:40:00	72.97
20:45:00	70.13
20:50:00	74.41
20:55:00	73.79
21:00:00	70.06
21:05:00	71.85
21:10:00	75.07
21:15:00	77.4
21:20:00	73.74
21:25:00	72.14
21:30:00	73.63
21:35:00	73.73
21:40:00	73.77
21:45:00	68.5
21:50:00	70.85
21:55:00	72.64
22:00:00	73.58
22:05:00	73.92
22:10:00	70.26
22:15:00	75.29
22:20:00	72.91
22:25:00	71.97
22:30:00	73.74
22:35:00	72.06
22:40:00	74.87
22:45:00	70.25
22:50:00	71.16
22:55:00	69.38
23:00:00	73.49
23:05:00	70.86
23:10:00	71.37
23:15:00	70.67
23:20:00	70.6
23:25:00	70.57
23:30:00	71.28
23:35:00	69.22
23:40:00	72.71
23:45:00	70.4
23:50:00	69.32
23:55:00	71.05
