Hour	HR (bpm)
00:00:00	58.79
00:05:00	61.65
00:10:00	60.46
00:15:00	64.86
00:20:00	59.22
00:25:00	64.84
00:30:00	63.88
00:35:00	61.26
00:40:00	61.15
00:45:00	61.74
00:50:00	62.1
00:55:00	62.09
01:00:00	63.2
01:05:00	61.73
01:10:00	62.79
01:15:00	62.68
01:20:00	62.83
01:25:00	64.95
01:30:00	61.09
01:35:00	63.4
01:40:00	63.78
01:45:00	60.63
01:50:00	66.49
01:55:00	64.25
02:00:00	63.5
02:05:00	60.63
02:10:00	63.61
02:15:00	65.23
02:20:00	62.15
02:25:00	65.22
02:30:00	65.42
02:35:00	63.86
02:40:00	67.43
02:45:00	62.84
02:50:00	63.25
02:55:00	68.31
03:00:00	65.93
03:05:00	63.03
03:10:00	61.76
03:15:00	66.41
03:20:00	66.24
03:25:00	66.3
03:30:00	66.77
03:35:00	67.55
03:40:00	69.13
03:45:00	66.49
03:50:00	65.53
03:55:00	65.68
04:00:00	64.82
04:05:00	68.26
04:10:00	62.05
04:15:00	64.68
04:20:00	65.97
04:25:00	69.28
04:30:00	65.67
04:35:00	68.66
04:40:00	68.19
04:45:00	66.77
04:50:00	67.34
04:55:00	69.96
05:00:00	64.67
05:05:00	68.4
05:10:00	68.38
05:15:00	64.28
05:20:00	63.86
05:25:00	65.32
05:30:00	64.78
05:35:00	66.7
05:40:00	64.92
05:45:00	68.65
05:50:00	64.76
05:55:00	65.39
06:00:00	65.68
06:05:00	68.9
06:10:00	67.26
06:15:00	64.91
06:20:00	63.0
06:25:00	67.92
06:30:00	63.92
06:35:00	65.13
06:40:00	64.57
06:45:00	64.51
06:50:00	63.09
06:55:00	66.38
07:00:00	66.54
07:05:00	63.4
07:10:00	62.45
07:15:00	64.47
07:20:00	64.43
07:25:00	64.56
07:30:00	66.29
07:35:00	63.48
07:40:00	63.21
07:45:00	60.41
07:50:00	62.08
07:55:00	65.78
08:00:00	63.75
08:05:00	63.12
08:10:00	57.08
08:15:00	59.2
08:20:00	71.7
08:25:00	75.19
08:30:00	80.37
08:35:00	87.53
08:40:00	95.47
08:45:00	61.85
