Hour	HRV (ms)
00:00:00	39.56
00:20:00	31.12
00:40:00	48.03
01:00:00	37.14
01:20:00	45.32
01:40:00	43.77
02:00:00	48.87
02:20:00	55.22
02:40:00	55.85
03:00:00	59.98
03:20:00	62.56
03:40:00	54.72
04:00:00	59.78
04:20:00	47.1
04:40:00	54.05
05:00:00	56.78
05:20:00	42.89
05:40:00	48.07
06:00:00	47.27
06:20:00	50.18
06:40:00	54.59
07:00:00	39.56
07:20:00	43.82
07:40:00	35.18
08:00:00	34.65
08:20:00	61.32
08:40:00	41.31
09:00:00	40.75
09:20:00	38.55
09:40:00	40.71
10:00:00	47.38
10:20:00	45.74
10:40:00	46.91
11:00:00	41.32
11:20:00	55.14
11:40:00	49.88
12:00:00	63.0
12:20:00	58.36
12:40:00	67.6
13:00:00	57.65
13:20:00	65.91
13:40:00	69.99
14:00:00	68.15
14:20:00	69.69
14:40:00	66.1
15:00:00	61.28
15:20:00	61.04
15:40:00	66.51
16:00:00	71.84
16:20:00	73.68
16:40:00	67.42
17:00:00	65.42
17:20:00	67.88
17:40:00	63.46
18:00:00	53.74
18:20:00	52.57
18:40:00	60.76
19:00:00	56.34
19:20:00	77.55
19:40:00	57.22
20:00:00	52.48
20:20:00	59.59
20:40:00	80.67
21:00:00	57.9
21:20:00	57.49
21:40:00	63.3
22:00:00	46.57
22:20:00	64.81
22:40:00	56.32
23:00:00	64.41
23:20:00	62.38
23:40:00	72.96
