Hour	HRV (ms)
00:00:00	47.94
00:20:00	44.06
00:40:00	44.81
01:00:00	48.41
01:20:00	42.44
01:40:00	52.72
02:00:00	55.64
02:20:00	49.63
02:40:00	60.35
03:00:00	75.88
03:20:00	58.9
03:40:00	45.44
04:00:00	50.92
04:20:00	53.82
04:40:00	50.26
05:00:00	49.38
05:20:00	47.18
05:40:00	39.54
06:00:00	53.87
06:20:00	39.14
06:40:00	38.27
07:00:00	46.01
07:20:00	61.73
07:40:00	36.65
08:00:00	44.11
08:20:00	42.84
08:40:00	40.26
09:00:00	42.84
09:20:00	50.64
09:40:00	49.4
10:00:00	44.54
10:20:00	43.7
10:40:00	50.32
11:00:00	49.75
11:20:00	50.49
11:40:00	52.81
12:00:00	64.11
12:20:00	60.53
12:40:00	55.58
13:00:00	62.97
13:20:00	71.44
13:40:00	64.42
14:00:00	70.61
14:20:00	61.95
14:40:00	75.38
15:00:00	69.33
15:20:00	62.87
15:40:00	70.59
16:00:00	94.95
16:20:00	68.96
16:40:00	68.54
17:00:00	72.39
17:20:00	64.51
17:40:00	52.32
18:00:00	61.68
18:20:00	65.32
18:40:00	56.47
19:00:00	63.66
19:20:00	56.74
19:40:00	63.47
20:00:00	56.66
20:20:00	51.83
20:40:00	56.98
21:00:00	49.34
21:20:00	58.08
21:40:00	51.64
22:00:00	53.01
22:20:00	56.51
22:40:00	63.11
23:00:00	67.6
23:20:00	63.23
23:40:00	69.73
