Hour	HR (bpm)
00:00:00	63.22
00:05:00	63.92
00:10:00	66.54
00:15:00	64.88
00:20:00	61.85
00:25:00	60.32
00:30:00	60.36
00:35:00	59.81
00:40:00	61.27
00:45:00	62.38
00:50:00	64.54
00:55:00	64.16
01:00:00	61.58
01:05:00	58.53
01:10:00	62.27
01:15:00	60.98
01:20:00	61.04
01:25:00	65.11
01:30:00	67.55
01:35:00	63.81
01:40:00	65.94
01:45:00	63.17
01:50:00	67.98
01:55:00	64.87
02:00:00	65.82
02:05:00	62.3
02:10:00	65.23
02:15:00	66.28
02:20:00	65.17
02:25:00	64.63
02:30:00	63.73
02:35:00	63.38
02:40:00	68.21
02:45:00	64.97
02:50:00	64.78
02:55:00	69.13
03:00:00	67.34
03:05:00	65.5
03:10:00	68.2
03:15:00	68.36
03:20:00	67.76
03:25:00	69.71
03:30:00	67.99
03:35:00	67.13
03:40:00	65.56
03:45:00	65.97
03:50:00	67.88
03:55:00	66.0
04:00:00	64.35
04:05:00	65.33
04:10:00	65.04
04:15:00	65.32
04:20:00	68.25
04:25:00	66.83
04:30:00	67.77
04:35:00	68.0
04:40:00	64.19
04:45:00	68.92
04:50:00	65.16
04:55:00	65.06
05:00:00	66.43
05:05:00	67.65
05:10:00	68.22
05:15:00	67.64
05:20:00	71.33
05:25:00	65.78
05:30:00	65.81
05:35:00	65.51
05:40:00	64.44
05:45:00	65.41
05:50:00	69.09
05:55:00	65.06
06:00:00	63.35
06:05:00	63.28
06:10:00	71.43
06:15:00	80.92
06:20:00	84.28
06:25:00	91.97
06:30:00	92.99
06:35:00	65.03
06:40:00	64.09
06:45:00	67.93
06:50:00	65.56
06:55:00	69.97
07:00:00	64.14
07:05:00	63.75
07:10:00	63.26
07:15:00	64.23
07:20:00	62.8
07:25:00	63.54
07:30:00	63.44
07:35:00	58.37
07:40:00	63.16
07:45:00	66.43
07:50:00	61.63
07:55:00	63.21
08:00:00	61.1
08:05:00	63.8
08:10:00	64.21
08:15:00	61.37
08:20:00	60.22
08:25:00	62.53
08:30:00	63.63
08:35:00	72.28
08:40:00	74.98
08:45:00	79.71
08:50:00	87.9
08:55:00	92.49
09:00:00	61.81
09:05:00	63.0
09:10:00	62.92
09:15:00	60.37
09:20:00	57.7
09:25:00	58.9
09:30:00	63.2
09:35:00	56.46
09:40:00	57.91
09:45:00	59.05
09:50:00	58.9
09:55:00	68.51
10:00:00	71.6
10:05:00	81.55
10:10:00	86.75
10:15:00	88.81
10:20:00	61.46
10:25:00	55.1
10:30:00	59.77
10:35:00	61.26
10:40:00	56.09
10:45:00	62.5
10:50:00	59.53
10:55:00	58.91
11:00:00	56.94
11:05:00	59.5
11:10:00	66.57
11:15:00	70.85
11:20:00	78.65
11:25:00	83.65
11:30:00	89.4
11:35:00	61.57
11:40:00	58.06
11:45:00	60.1
11:50:00	60.66
11:55:00	59.81
12:00:00	60.95
12:05:00	60.04
12:10:00	60.96
12:15:00	60.79
12:20:00	61.26
12:25:00	61.4
12:30:00	58.84
12:35:00	62.53
12:40:00	61.49
12:45:00	62.32
12:50:00	61.1
12:55:00	60.84
13:00:00	65.26
13:05:00	61.93
13:10:00	59.03
13:15:00	60.84
13:20:00	60.43
13:25:00	63.63
13:30:00	61.67
13:35:00	62.75
13:40:00	62.12
13:45:00	59.67
13:50:00	61.84
13:55:00	63.08
14:00:00	59.78
14:05:00	61.82
14:10:00	63.68
14:15:00	63.38
14:20:00	60.86
14:25:00	61.62
14:30:00	63.36
14:35:00	64.23
14:40:00	64.27
14:45:00	61.74
14:50:00	62.32
14:55:00	63.7
15:00:00	61.57
15:05:00	67.29
15:10:00	66.42
15:15:00	63.3
15:20:00	66.17
15:25:00	72.8
15:30:00	79.47
15:35:00	81.23
15:40:00	86.14
15:45:00	99.9
15:50:00	64.72
15:55:00	67.6
16:00:00	67.33
16:05:00	67.71
16:10:00	64.76
16:15:00	68.17
16:20:00	69.14
16:25:00	68.7
16:30:00	71.63
16:35:00	69.47
16:40:00	71.46
16:45:00	71.01
16:50:00	66.9
16:55:00	70.68
17:00:00	73.89
17:05:00	67.46
17:10:00	67.72
17:15:00	67.41
17:20:00	71.46
17:25:00	68.13
17:30:00	68.89
17:35:00	68.82
17:40:00	65.52
17:45:00	72.21
17:50:00	70.78
17:55:00	70.03
18:00:00	72.01
18:05:00	65.01
18:10:00	71.11
18:15:00	71.12
18:20:00	75.44
18:25:00	72.26
18:30:00	71.46
18:35:00	72.63
18:40:00	67.73
18:45:00	71.12
18:50:00	69.98
18:55:00	72.94
19:00:00	71.08
19:05:00	73.02
19:10:00	71.41
19:15:00	74.09
19:20:00	70.67
19:25:00	75.39
19:30:00	68.2
19:35:00	72.06
19:40:00	73.91
19:45:00	74.48
19:50:00	72.31
19:55:00	76.13
20:00:00	71.16
20:05:00	73.92
20:10:00	69.9
20:15:00	75.63
20:20:00	70.97
20:25:00	76.21
20:30:00	70.51
20:35:00	73.09
20:40:00	70.86
20:45:00	71.64
20:50:00	71.49
20:55:00	72.79
21:00:00	76.11
21:05:00	75.89
21:10:00	72.78
21:15:00	71.39
21:20:00	72.48
21:25:00	70.2
21:30:00	70.48
21:35:00	70.8
21:40:00	74.11
21:45:00	71.57
21:50:00	75.29
21:55:00	71.38
22:00:00	74.05
22:05:00	72.03
22:10:00	72.05
22:15:00	74.17
22:20:00	71.61
22:25:00	75.32
22:30:00	73.88
22:35:00	70.82
22:40:00	73.66
22:45:00	71.67
22:50:00	71.7
22:55:00	69.59
23:00:00	71.84
23:05:00	76.02
23:10:00	71.37
23:15:00	70.6
23:20:00	70.92
23:25:00	69.84
23:30:00	73.9
23:35:00	69.35
23:40:00	68.91
23:45:00	68.73
23:50:00	69.06
23:55:00	69.42
