Hour	HR (bpm)
00:00:00	57.61
00:05:00	63.9
00:10:00	63.25
00:15:00	59.8
00:20:00	60.53
00:25:00	60.64
00:30:00	59.36
00:35:00	60.23
00:40:00	63.53
00:45:00	56.55
00:50:00	60.99
00:55:00	63.32
01:00:00	63.95
01:05:00	61.96
01:10:00	61.08
01:15:00	63.36
01:20:00	59.55
01:25:00	65.42
01:30:00	64.01
01:35:00	59.07
01:40:00	65.01
01:45:00	63.67
01:50:00	63.06
01:55:00	64.87
02:00:00	63.1
02:05:00	68.73
02:10:00	63.21
02:15:00	63.07
02:20:00	66.14
02:25:00	64.33
02:30:00	67.43
02:35:00	64.16
02:40:00	67.09
02:45:00	61.94
02:50:00	65.75
02:55:00	66.44
03:00:00	66.16
03:05:00	72.58
03:10:00	75.97
03:15:00	85.26
03:20:00	90.54
03:25:00	94.17
03:30:00	65.87
03:35:00	67.83
03:40:00	68.01
03:45:00	67.5
03:50:00	69.0
03:55:00	68.27
04:00:00	68.55
04:05:00	62.47
04:10:00	68.14
04:15:00	65.42
04:20:00	67.15
04:25:00	71.37
04:30:00	78.76
04:35:00	88.23
04:40:00	88.1
04:45:00	95.26
04:50:00	66.59
04:55:00	64.72
05:00:00	65.27
05:05:00	70.92
05:10:00	67.59
05:15:00	69.14
05:20:00	64.11
05:25:00	62.89
05:30:00	66.15
05:35:00	65.7
05:40:00	64.9
05:45:00	64.57
05:50:00	69.34
05:55:00	65.01
06:00:00	65.88
06:05:00	66.58
06:10:00	67.01
06:15:00	68.78
06:20:00	66.2
06:25:00	66.35
06:30:00	67.51
06:35:00	67.22
06:40:00	65.58
06:45:00	66.05
06:50:00	67.14
06:55:00	64.81
07:00:00	69.86
07:05:00	67.88
07:10:00	65.33
07:15:00	65.63
07:20:00	64.21
07:25:00	62.1
07:30:00	64.28
07:35:00	62.8
07:40:00	62.91
07:45:00	64.75
07:50:00	63.09
07:55:00	65.35
08:00:00	62.26
08:05:00	62.21
08:10:00	61.97
08:15:00	60.79
08:20:00	65.19
08:25:00	61.32
08:30:00	63.65
08:35:00	66.63
08:40:00	73.81
08:45:00	79.02
08:50:00	90.77
08:55:00	91.83
09:00:00	62.37
09:05:00	63.28
09:10:00	60.22
09:15:00	59.42
09:20:00	60.76
09:25:00	60.25
09:30:00	62.43
09:35:00	56.05
09:40:00	60.97
09:45:00	59.64
09:50:00	59.71
09:55:00	57.37
10:00:00	61.86
10:05:00	59.7
10:10:00	61.71
10:15:00	58.14
10:20:00	60.29
10:25:00	62.33
10:30:00	58.13
10:35:00	62.67
10:40:00	61.7
10:45:00	62.73
10:50:00	60.1
10:55:00	59.92
11:00:00	61.31
11:05:00	58.71
11:10:00	61.13
11:15:00	65.43
11:20:00	58.09
11:25:00	63.77
11:30:00	57.14
11:35:00	59.38
11:40:00	58.27
11:45:00	56.43
11:50:00	58.59
11:55:00	61.14
12:00:00	58.84
12:05:00	57.53
12:10:00	62.71
12:15:00	57.33
12:20:00	62.19
12:25:00	59.5
12:30:00	58.09
12:35:00	57.74
12:40:00	60.05
12:45:00	61.11
12:50:00	61.86
12:55:00	63.35
13:00:00	60.72
13:05:00	60.76
13:10:00	63.15
13:15:00	60.6
13:20:00	62.14
13:25:00	61.59
13:30:00	64.48
13:35:00	60.13
13:40:00	65.01
13:45:00	62.15
13:50:00	58.62
13:55:00	61.43
14:00:00	61.47
14:05:00	63.97
14:10:00	64.27
14:15:00	62.14
14:20:00	62.89
14:25:00	65.9
14:30:00	64.39
14:35:00	68.72
14:40:00	77.08
14:45:00	80.31
14:50:00	86.3
14:55:00	91.66
15:00:00	64.48
15:05:00	63.26
15:10:00	66.55
15:15:00	63.99
15:20:00	64.61
15:25:00	63.12
15:30:00	62.19
15:35:00	63.64
15:40:00	62.75
15:45:00	66.01
15:50:00	65.5
15:55:00	68.88
16:00:00	64.92
16:05:00	69.31
16:10:00	66.04
16:15:00	68.29
16:20:00	67.76
16:25:00	70.24
16:30:00	72.28
16:35:00	68.29
16:40:00	67.02
16:45:00	70.66
16:50:00	71.75
16:55:00	70.21
17:00:00	69.57
17:05:00	71.83
17:10:00	68.94
17:15:00	75.04
17:20:00	66.93
17:25:00	71.06
17:30:00	71.08
17:35:00	70.16
17:40:00	71.96
17:45:00	72.42
17:50:00	69.18
17:55:00	71.04
18:00:00	71.01
18:05:00	73.77
18:10:00	69.36
18:15:00	70.35
18:20:00	74.99
18:25:00	71.62
18:30:00	72.65
18:35:00	72.29
18:40:00	72.45
18:45:00	74.22
18:50:00	69.54
18:55:00	73.07
19:00:00	75.11
19:05:00	73.96
19:10:00	70.91
19:15:00	74.44
19:20:00	68.28
19:25:00	73.09
19:30:00	74.66
19:35:00	72.68
19:40:00	76.03
19:45:00	72.91
19:50:00	71.2
19:55:00	77.76
20:00:00	72.62
20:05:00	77.94
20:10:00	71.0
20:15:00	76.79
20:20:00	72.14
20:25:00	71.73
20:30:00	75.04
20:35:00	72.34
20:40:00	73.83
20:45:00	75.49
20:50:00	72.91
20:55:00	68.38
21:00:00	70.13
21:05:00	70.8
21:10:00	75.34
