Time (s),Heart Rate (bpm)
0.0,54.01
1.0033444816053512,71.56
2.0066889632107023,85.14
3.0100334448160533,80.38
4.013377926421405,78.94
5.016722408026756,82.18
6.020066889632107,71.29
7.023411371237458,68.28
8.02675585284281,65.16
9.03010033444816,49.51
10.033444816053512,62.7
11.036789297658864,64.86
12.040133779264213,74.77
13.043478260869565,77.9
14.046822742474916,79.63
15.050167224080267,82.46
16.05351170568562,81.99
17.05685618729097,78.2
18.06020066889632,63.92
19.06354515050167,74.02
20.066889632107024,59.98
21.070234113712374,48.76
22.073578595317727,49.71
23.076923076923077,67.25
24.080267558528426,65.11
25.08361204013378,65.17
26.08695652173913,72.32
27.090301003344482,79.36
28.093645484949832,84.33
29.096989966555185,74.27
30.100334448160535,71.92
31.103678929765888,72.4
32.10702341137124,59.46
33.11036789297659,60.75
34.11371237458194,56.13
35.11705685618729,61.08
36.12040133779264,61.03
37.123745819397996,69.67
38.12709030100334,84.56
39.130434782608695,71.46
40.13377926421405,79.33
41.137123745819395,72.53
42.14046822742475,78.49
43.1438127090301,76.59
44.147157190635454,69.27
45.1505016722408,65.49
46.15384615384615,56.15
47.15719063545151,60.86
48.16053511705685,58.48
49.163879598662206,61.14
50.16722408026756,65.35
51.17056856187291,62.69
52.17391304347826,75.58
53.17725752508361,81.93
54.180602006688964,84.63
55.18394648829432,74.81
56.187290969899664,71.56
57.19063545150502,57.73
58.19397993311037,67.31
59.197324414715716,64.41
60.20066889632107,59.34
61.20401337792642,60.79
62.207357859531776,69.91
63.21070234113712,73.35
64.21404682274247,74.05
65.21739130434783,77.5
66.22073578595318,79.8
67.22408026755853,86.35
68.22742474916387,77.61
69.23076923076923,57.99
70.23411371237458,72.83
71.23745819397993,65.18
72.24080267558529,50.24
73.24414715719064,56.27
74.24749163879599,66.47
75.25083612040133,75.74
76.25418060200668,74.13
77.25752508361204,82.5
78.26086956521739,79.95
79.26421404682274,77.91
80.2675585284281,68.28
81.27090301003345,75.37
82.27424749163879,67.45
83.27759197324414,61.08
84.2809364548495,54.39
85.28428093645485,51.24
86.2876254180602,57.37
87.29096989966555,60.3
88.29431438127091,76.85
89.29765886287625,70.9
90.3010033444816,76.21
91.30434782608695,66.15
92.3076923076923,74.0
93.31103678929766,79.56
94.31438127090301,69.05
95.31772575250837,57.61
96.3210702341137,70.99
97.32441471571906,63.05
98.32775919732441,55.18
99.33110367892976,65.54
100.33444816053512,76.68
101.33779264214047,76.83
102.34113712374582,77.63
103.34448160535118,77.58
104.34782608695652,93.11
105.35117056856187,73.53
106.35451505016722,72.76
107.35785953177258,65.62
108.36120401337793,71.63
109.36454849498328,68.52
110.36789297658864,59.41
111.37123745819397,64.89
112.37458193979933,66.12
113.37792642140468,65.96
114.38127090301003,74.29
115.38461538461539,79.95
116.38795986622074,86.53
117.3913043478261,79.67
118.39464882943143,78.46
119.39799331103679,68.36
120.40133779264214,68.0
121.40468227424749,60.85
122.40802675585284,60.57
123.4113712374582,63.12
124.41471571906355,59.41
125.41806020066889,70.39
126.42140468227424,67.68
127.4247491638796,73.81
128.42809364548495,79.55
129.4314381270903,77.92
130.43478260869566,84.35
131.438127090301,73.71
132.44147157190636,80.29
133.44481605351172,65.95
134.44816053511707,64.08
135.45150501672242,52.14
136.45484949832775,63.11
137.4581939799331,63.77
138.46153846153845,78.94
139.4648829431438,80.24
140.46822742474916,75.41
141.4715719063545,74.78
142.47491638795987,80.1
143.47826086956522,82.69
144.48160535117057,69.44
145.48494983277592,59.64
146.48829431438128,62.63
147.49163879598663,69.11
148.49498327759198,51.49
149.49832775919734,65.79
150.50167224080266,71.0
151.50501672240802,72.96
152.50836120401337,74.81
153.51170568561872,76.46
154.51505016722408,77.85
155.51839464882943,78.93
156.52173913043478,79.65
157.52508361204013,79.98
158.5284280936455,79.91
159.53177257525084,79.44
160.5351170568562,78.6
161.53846153846155,77.41
162.5418060200669,75.92
163.54515050167225,74.19
164.54849498327758,72.3
165.55183946488293,70.31
166.55518394648828,68.31
167.55852842809364,66.38
168.561872909699,64.6
169.56521739130434,63.03
170.5685618729097,61.74
171.57190635451505,60.78
172.5752508361204,60.19
173.57859531772576,60.0
174.5819397993311,60.21
175.58528428093646,60.81
176.58862876254182,61.78
177.59197324414717,63.08
178.5953177257525,64.65
179.59866220735785,66.44
180.6020066889632,68.38
181.60535117056855,70.38
182.6086956521739,72.36
183.61204013377926,74.25
184.6153846153846,75.97
185.61872909698997,77.45
186.62207357859532,78.63
187.62541806020067,79.46
188.62876254180603,79.92
189.63210702341138,79.97
190.63545150501673,79.63
191.63879598662209,78.9
192.6421404682274,77.81
193.64548494983276,76.41
194.64882943143812,74.75
195.65217391304347,72.9
196.65551839464882,70.94
197.65886287625418,68.93
198.66220735785953,66.97
199.66555183946488,65.13
200.66889632107024,63.49
201.6722408026756,62.11
202.67558528428094,61.04
203.6789297658863,60.34
204.68227424749165,60.02
205.685618729097,60.1
206.68896321070235,60.58
207.69230769230768,61.44
208.69565217391303,62.64
209.69899665551839,64.14
210.70234113712374,65.87
211.7056856187291,67.77
212.70903010033445,69.75
213.7123745819398,71.75
214.71571906354515,73.68
215.7190635451505,75.46
216.72240802675586,77.02
217.7257525083612,78.3
218.72909698996656,79.24
219.73244147157192,79.82
220.73578595317727,80.0
221.7391304347826,79.78
222.74247491638795,79.17
223.7458193979933,78.19
224.74916387959865,76.88
225.752508361204,75.29
226.75585284280936,73.49
227.7591973244147,71.55
228.76254180602007,69.55
229.76588628762542,67.57
230.76923076923077,65.69
231.77257525083613,63.98
232.77591973244148,62.51
233.77926421404683,61.34
234.7826086956522,60.51
235.7859531772575,60.07
236.78929765886286,60.03
237.79264214046822,60.39
238.79598662207357,61.13
239.79933110367892,62.23
240.80267558528428,63.64
241.80602006688963,65.31
242.80936454849498,67.16
